,category,company,details,experience,industry,location,salary,title
79,Information Technology,Frank Recruitment Group,"
Big Data Engineer - Alexandria, VA - $180K My client is looking for an enthusiastic Big Data Engineer to work in improving their business and streamlining efficiency. The role involves working with Spark, Scala, Python, and Hadoop on an AWS big data cloud platform. It is critical that this Engineer have an understanding of full lifecycle projects and has experience working on projects from proof of concept to delivery and implementation. The engineer will be involved in the development, implementation, and analysis of the cloud based project.Big Data Engineer - Alexandria, VA - $180K Required Experience & Qualifications:
Extensive experience in big data tools and data warehouse design
Experience scripting with Scala on Spark

Proven familiarity with AWS; certification a plus Extensive knowledge and implementation of Hadoop platform and environment; Hortonworks, Cloudera, Zookeeper are a plus
Proven experience using AWS tools such as EMR, EC2, S3
Long term experience using Redshift
Experience with one or more of the following: Java, Python, Hive, Oracle
Comprehensive experience in the big data space
Role & Responsibilities:
Use understanding of big data concepts to fully design and communicate project goals
Be able to communicate technically and non-technically to higher management
Recognize how to best use AWS and Hadoop to achieve desired result while keeping budget and requirements in mind
Provide highly technical and strong managerial leadership to a team
Benefits & Bonus
Competitive base and bonus
Full medical/health
Opportunity to work with the newest technology in the industry
Company Match 401k program
Remote work
Exciting company culture
If you or someone you know is interested in this position, please send your resume directly to [Click Here to Email Your Resumé] or call 212-731-8282. My client is looking to start the interview process as soon as possible.FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space.I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 212-731-8282. Please see www.frgconsulting.com for more information.Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark

Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark
",NA,Computer Software,"Alexandria, VA","$180,000.00 - $190,000.00 /Year",Business Intelligence
80,"Accounting, Finance, Information Technology",The Intersect Group,"
TM1 DeveloperOur client is in need of a TM1 Developer. This position is responsible for supporting the business intelligence systems used by the FP&A and accounting departments. The main responsibility of the role is to administer, develop and optimize the IBM Cognos TM1 OLAP database server. In addition to the TM1 system there are several other ancillary systems that require development and support, namely, Citrix, Excel, SharePoint, SQL Server (Database, Queries, SSIS, MDS) and Financial share drives. The position requires strong analytical and financial modeling skills, advanced OLAP and Business Intelligence skills and a good understanding of financial and accounting fundamentals.  Daily responsibilities: 
Act as the primary system administrator to support and enhance the Business Intelligence and Reporting systems for the Finance department
Provide level 2 client support for 250+ US, Canada, and European based TM1 users. Work with users to troubleshoot system, model, and report issues
Source, manipulate, and upload data from several source systems using the BI and database ETL tools
The source systems include SAP ECC, SAP BW, PeopleSoft HR, PeopleSoft Financials, SharePoint, HFM, SQL Server, SalesForce, Essbase, Adaptive, Oracle, and several other financial and accounting systems
Write and maintain TM1 processes to archive data within existing cubes, transfer data to and from cubes, and import and export data to and from other source systems
Create, update, and publish standardized Excel reports using TM1 ActiveForms, TM1 Action Buttons, and complex VBA code
Automate and streamline existing processes
Write and maintain SQL queries, views, and stored procedures to source and consolidate relational data
Create and maintain SSIS packages and scheduled jobs to load data into SQL Server databases and provide routine system backups and maintenance
Implement and maintain TM1 security models using server, cube, dimension, element and cell-level security for financial and HR-related data
Maintain approval workflow for Capital Asset Requests in SharePoint
Coordinate and manage annual software license and user access reviews for TM1 and other ancillary systems
Write and maintain complex TM1 business rules to provide additional reporting and analysis capabilities
Write and maintain TM1 feeder rules to optimize system performance
Provide in person and remote training on new functionality and business models to the finance and accounting departments
Write and maintain detailed system documentation to explain business models, processes, and data flows
Manage master data for hierarchies and elements within TM1 cubes and dimensions and within the Master Data Services (MDS) system
Administer/upgrade servers and software for TM1 and ancillary system for both production and development environments
Act as the administrator for the TM1 SharePoint portal
Required skills: 
Bachelor of Science in Information Technology or Computer Science
MBA/MS a plus
5+ years experience in designing, building, and implementing business solutions using information technology
Prior experience in a systems support role
Business Intelligence experience with TM1 required
Database or SQL experience required
Familiar with reconciliation of Actuals, Forecasts, and Plans against various source systems
TM1 development/administrative experience required
Preferred skills: 
Cognos BI, Essbase, Analysis Services, or Hyperion experience
Multidimensional database experience
Demonstrated knowledge of financial statement analysis, income statement, balance sheet and cash flow
Application experience with: Microsoft SQL Server, SSIS, Master Data Services (MDS), SharePoint, SAP ECC, SAP BW (Business Analyzer), Excel
Programming language experience with: SQL, VBA, MDX
Strong problem solving abilities
Demonstrated ability to lead projects or handle large, complex processes
Great verbal and written communication skills
Interested candidates please send resume in Word format to Please reference job code 61312 when responding to this ad.
",5+ years,"Accounting - Finance, Healthcare - Health Services","Alpharetta, GA",$65.00 - $75.00 /Hour,Business Intelligence
81,Information Technology,MDI Group - IT Workforce Solutions for What's Next,"
Senior BI ""Qlik"" Developer Location: Chandler, AZ  Description: Responsible for the ongoing support of existing BI solutions, as well as development of new functionality to include reports, dashboards and sophisticated business intelligence solutions, in order to enable colleagues to support tactical and strategic decision making. Extracts, models, transforms, and loads data into databases required for Business Intelligence (BI) delivery. Collaborates with EIS to deliver production ready data assets in support of BI delivery requirements.   Essential job responsibilities: Designs and builds complex BI solutions including reports, scorecards and dashboards, based on specifications as requested.  Understands complex business requirements and translates into technical specifications.  Designs and creates the code for data quality solutions.  Decides data sourcing approach.  Performs complex data analysis and system profiling to create clear data definitions.  Incorporates complex new data requirements and/or new applications into the warehouse environments.   Qualifications:    Bachelor’s degree or an equivalent combination of education and related work experience 5+ years of work experience as a Business Intelligence Developer Work experience with multiple database platforms and BI delivery solutions 5+ years of experience with ETL, data modeling BI and Analytics data marts and cubes, implementing and supporting production environments. 3+ years of experience designing, building and implementing BI solutions with modern BI tools like Qlik, Microsoft or Tableau Experience implementing self-service solutions to empower an organization to generate valuable actionable insights Strong team player is a must Ability to understand information quickly, derive insight, synthesize information clearly and concisely, and devise solutions Inclination to take initiative, set priorities, take ownership of assigned projects and initiatives and drive for results, and collaborate to achieve greatest value Strong relationship-building and interpersonal skills Demonstrated self-confidence, honesty and integrity Ability to travel as business needs require (expected < 5%)  Preferred Requirements:  At least 2+ years of experience delivering BI solutions with Qlikview or Qlik Sense Experience as a Data Architect 
",5+ years,Internet - ECommerce,"Chandler, AZ",NA,Business Intelligence
82,Information Technology,eXcell,"
Did you know that Gartner positioned eXcell as a Leader in its Magic Quadrant for End User Outsourcing? Come work for the leader today! The Business Intelligence (BI) Analyst identifies business intelligence, reporting, and data analysis needs. They work closely with clients and IT teams to turn data into critical information and knowledge that can be used to make sound business decisions. They provide data that is accurate, congruent, and reliable, and ensure the information is easily available to users for direct consumption or integration with other systems. Overview:

Work with clients (internal or external) to determine business requirements, priorities, define key performance indicators (KPI)
Build an understanding of the business at a level of detail that enables them to identify and address critical issues
Educate and train clients to use the data as an analytical tool, displaying the information in new forms and content for the purpose of analysis and option exploration
Design and document dashboards, alerts, and reports either on a regular recurring basis or as needed
Conduct analyses of functional business processes and functional business requirements, and participate in the development of business cases in the support of process changes and/or IT projects
Provides design support for the development of business intelligence solutions
Works on medium to complex and cross-functional IT and business intelligence solutions
May perform analysis for a wide range of requests using data in different formats and from various platforms
Researches business problems and creates models that help analyze those problems


Qualifications:

5-7 years of related experience
Experience with business intelligence – reporting in BI dashboards, 2-3 years
Telemetry and instrumented data and log analysis, 2-3 years’ experience
Proficiency in Microsoft technology stack, 2-3 years
Degree in Computer Science or Engineering background


* * * Local Candidates Only * * * Relocation assistance is not on offer.

W2 only, no Corp to Corp. We are unable to sponsor H1B visas at this time. **eXcell™ Supports Equal Employment Opportunity** eXcell™, a division of CompuCom® Systems, Inc., a global company headquartered in Bellevue, Washington, provides IT staffing services and solutions to Fortune 1000 companies as well as small and medium business. For more information, visit www.excell.com.
",5-7 years,Computer Software,"Redmond, WA 98052",NA,Business Intelligence
83,Information Technology,The Select Group,"
SENIOR BI ANALYST - RALEIGH, NC  The Select Group is currently seeking a Senior BI Analyst for one of our clients located in Raleigh-Durham area! The ideal candidate will have prior experience developing reports in Cognos, will have involvement either in the finance industry or with a finance department, and will also have a business analyst mindset. They will be responsible for leading the design and support of enterprise-wide business intelligence applications and architecture including analyzing business needs and translating them into technology as well as process solutions/optimization. If you are passionate about analysis and developing business solution this role may be a fit for you! SENIOR BI ANALYST RESPONSIBILITIES:

Work with Finance stakeholders to understand business needs and develop business acumen.



Gather and analyze business requirements from stakeholders and, based on findings, design functional specifications for BI front-end applications. 



Serve as a thought leader and implementation strategist for BI systems that deliver meaningful and actionable information to key business personnel.



Work projects through to completion while keeping project team members, stakeholders, vendors and ITS management informed of issues and overall status. May coordinate small projects as well.



Identify inefficiencies and gaps (data integrity, scalability, security, performance, manageability, etc.) in current BI environment and recommend solutions.


SENIOR BI ANALYST REQUIREMENTS:

5+ Years reporting/developing with Cognos.



Excellent knowledge of MS Word, Outlook, PowerPoint, Excel.



General knowledge of or skills in participating in planning, design, or implementation activities under the direction of project leaders while completing tasks in the prescribed time and reporting status or issues to project leaders.



General knowledge of or skills in coordinating projects providing scope definition, risk analysis, and status updates to appropriate parties, as well as leadership to the project team.



Attention to detail and accuracy.


About The Select Group:We are TSG - a fast-growing technical services firm serving the U.S. and Canada. We open doors to diversified prospective employers who respect and value your ambitions, your pursuit of a meaningful career, and your particular skill-set. We offer interview guidance, an impressive referral program, and partner with you to find work that drives you. Learn more about us in our company overview video, or visit us at http://www.selectgroup.com. Sign up to receive weekly job alerts in your inbox by joining the TSG Talent Network.We have the privilege of impacting lives, so let us impact yours.The Select Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, genetic information, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",5+ Years,Other Great Industries,"Raleigh, NC",NA,Business Intelligence
84,Information Technology,GDH,"
BI Visualization SpecialistThe primary responsibility of the Business Intelligence Visualization Specialist is to develop complex Enterprise and Divisional level dashboards utilizing the full array of features including DAX queries.This role is also responsible for administration of the tools and technologies related to Power BI, stored procedures, SQL authoring, SSAS Cube creation and Data Governance.The BI Visualization Specialist is a ""hands on"" technologist, responsible for outlining detailed wire frames as well as building visual analytic solutions, prototyping and proof of concept activities.The ideal candidate will be a self-directed individual capable of assuming ownership in executing Business requirements, managing customer expectations and focused on delivering the right results atagreed upon timelines.Technical aptitude, programming skills, effective oral and written communication skills, and the ability to present insights in a clear concise and effective manner are critical and necessary in this role._____________________________________________________________________________________ Expert knowledge connecting Microsoft Azure-based Power BI to various data sources. Design, develop, and support dashboards, KPIs, and reports, sourced from a variety of data sources, using Power BI.Proficient in data transformation, consolidating data from multiple disparate sources, develop process workflows and wireframe sketches to help business design effective dashboard solutions.Experienced/Expert at data visualizations, advance calculations and analytical user interfaces, using Slicers, Lines, Pies, Histograms, Maps, Scatter, Bullets, Heat Maps, Tree maps, etc. using Power BI.Knowledge of cascading parameters, row-level security, and cube value formulas. Analyze business and technical requirements, as well as Enterprise warehouse data models, to understand data management requirements.Ability to be detail-oriented, self-motivated, and an excellent, creative problem-solver, with proven ability to successfully manage multiple disparate streams of work in a challenging, dynamic environmentExperience with the Software Development Life Cycle and ETL Processes. Technical expertise regarding data mining, database design development, data modelling, data governance and unit testing.Demonstrate solid organizational and time management skills with ability to perform detailed tasks with high degree of accuracy.Excellent communication and presentation skills and must possess exceptional ability to work well with individuals and teams at all levels, across all division's.Must have ability to work in a structured environment as well as performing in high-pressure ad hoc mode to address urgent needs.Strong interpersonal and consultative skills to translate and understand reporting requirements. Ability to work as part of a team, as well as work independently or with minimal direction Leverage industry best practices in establishing repeatable BI practices, principles & processes.Document project specific processes and data flows, data dependencies, data definitions and relevant business rules. Required:Bachelor's degree in Computer Science, Data Science, MIS, Mathematics or related area and Demonstrated analytical and computer proficiency necessary through a combination of work and class work.3+ years of experience in Business Intelligence, as a programmer, systems analyst, database analyst, data warehouse specialist or database admin role.Microsoft Power BI Certification and 2+ years of in depth experience developing Advanced Power BI dashboard solutions supporting Enterprise Reporting and Analytics using SSIS, SSAS and Power BI.Expert creating different visualizations using Slicers, Lines, Pies, Histograms, Maps, Scatter, Bullets, Heat Maps, Tree maps, etc.Knowledge of various database platforms (DB2, SAP,MS SQL Server) required and experience with one or more of the following, Informatica, Azure Cloud, IoT, MuleSoft, AQT, ErWin Data Modeling.Able to quickly grasp both technology and business concepts in an ever-changing environment. Develop quick Power BI prototype visualizations using local datasets while working in parallel with data integration team for data automation.Convert functional requirements into technical specifications. Perform data analysis, data mapping, functional testing, unit testing, and test case preparation using required tools based on project needs.Design and develop DDL scripts, ad hoc queries and data models for high performance projects and deliverables. Understand and evaluate existing SQL scripts and Data Models. Demonstrate ability to communicate technical recommendations to a non-technical audience in a clear and concise manner.Demonstrate ability to understand logical relationships and to ensure that programming faithfully replicates these relationships.Demonstrated ability to test and validate programming steps. Must have working knowledge of Performance optimization in Power BI.Familiar with Windows operating system, shell scripting. Proficient with MS Office tools like PowerPoint, MS Project, Visio, Excel and Word.Must demonstrate strong written and oral communication skills. Preferred:
3+ years of hands-on experience with R, Python, MML, SAS Enterprise Miner or similar tools in support of on-demand, real-time analytic services.Ability to work with diverse set of data sources, such as Streaming Data, Time series data, semistructured and unstructured data.Ability to apply and develop appropriate statistical, machine learning, and/or deep learning models and algorithms to classify structured or unstructured data.Interested candidates please send resume in Word format to [Click Here to Email Your Resumé] Please reference job code 50559 when responding to this ad.GDH Consulting, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetic information, veteran's status or any other category protected by law. In addition to federal law requirements, GDH Consulting, Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities and/or employees. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, benefits and training.
",3+ years,"Computer Hardware, Computer Software","Kansas City, MO",NA,Business Intelligence
85,"Construction, Engineering, Skilled Labor - Trades",CyberCoders,"
This position is open as of 4/22/2018.JD Edwards Enterprise One 9.1 Specialist - Construction IndustryIf you are a JD Edwards Enterprise One 9.1 specialist with experience in finance, inventory, capital asset management, job cost, Advanced Pricing, HR/Payroll and purchasing modules, please read on! ••$95K-$110K Salary •••Must Fill out Questionnaire to be considered.Top Reasons to Work with Us••$95K-$110K Salary ••What You Will Be DoingApplicant will need to demonstrate deep knowledge in business analysis, business process improvements, and business process procedures including how to convert them into usable standards. Skill set must include comprehensive, structured, customized business solutions to accommodate business needs. Seeking experience in finance, inventory, Capital Asset Management, Job Cost (JSI), Advanced Pricing, HR/Payroll and purchasing modules. Knowledge of ESU installation, external system integration, OMW, BI Publisher, OneView and JDE security sought. Position will require working with all O&G divisions, including construction, material sales, equipment repair facilities, and corporate accounting.••$95K-$110K Salary •••Must Fill out Questionnaire to be considered.What You Need for this PositionMore Than 5 Years of experience and knowledge of:- JD Edwards Enterprise One 9.1- OneView- ASP.NET- C#- bi publisher- CafeOne- PowerForms- transactional SQL process••$95K-$110K Salary •••Must Fill out Questionnaire to be considered.What's In It for You••$95K-$110K Salary •••Must Fill out Questionnaire to be considered.If you are a JD Edwards Enterprise One 9.1 specialist with experience in finance, inventory, capital asset management, job cost, Advanced Pricing, HR/Payroll and purchasing modules, please read on! ••$95K-$110K Salary •••Must Fill out Questionnaire to be considered.Required SkillsJD Edwards Enterprise One 9.1, OneView, ASP.NET, C#, bi publisher, CafeOne, PowerForms, transactional SQL procesIf you are a good fit for the JD Edwards Enterprise One 9.1 Specialist - Construction Industry position, and have a background that includes:JD Edwards Enterprise One 9.1, OneView, ASP.NET, C#, bi publisher, CafeOne, PowerForms, transactional SQL proces and you are interested in working the following job types:Construction, Engineering, Skilled Labor - TradesWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

JD Edwards Enterprise One 9.1, OneView, ASP.NET, C#, bi publisher, CafeOne, PowerForms, transactional SQL proces
",5 Years,Computer Software,"Torrington, CT 06790","$95,000.00 - $110,000.00 /Year",Business Intelligence
86,Information Technology,Genesis10,"
Genesis10 is seeking a BI Developer. This is a direct, permanent opportunity with our transportation industry client in Overland Park, KS. Description:Under moderate supervision, complete medium to high complexity projects.  Complete assigned projects, develop, document, and implement technical designs. Communicate with the customers, management, and team. Responsible for review, design, analysis, new development, and modification of the systems. Responsible for the optimization and performance improvements of the new and existing code base. Responsibility include design and development of the batch and near-real time data integration processes, Business Intelligent (BI) solutions, development in heterogeneous databases environment, navigation through medium complex systems configuration. Responsibilities: Ensure accuracy and integrity of the data and applications through analysis, coding, writing clear documentation and problem resolution. Analyze data structures content and ensure performance validity. Design, code, test, and implement data integration solutions using modern techniques and programming language. Design, code, test, and implements BI solutions, including report, dashboards, notifications, in support of the business requirements. Provide database development assistance in creating specific applications for businesses. Participate in research and apply innovation at all levels of the software development process. Work on multiple projects simultaneously. Work harmoniously in a cross-functional teams including IT and business resources. Perform the role of the designer responsible for moderately complex systems and their subsystems employing knowledge of current technology and tools, as well as relevant systems that are already existing. Provide excellent customer service by responding to and assisting with resolving issues and system outages. Partake in production support activities and processes. Follow existing development standards and participate in standards reviews and renovation. 
Requirements: Bachelor's degree specializing in computer science or equivalent work experience required. Three (3) or more years of experience with Transact-SQL, SSIS, SSRS, Stored Procedures, Views, etc. Two (2) or more years work experience specializing in transforming XML, Flat files, or other delimited formats into RDBMS. MS SQL Server experience is required. Three (3) or more years working experience in a database development environment. Sound knowledge of traditional as well as agile software development methodologies. Ability to apply Database Design Principles (OLTP). Experience with C# and SQL SLR stored procedures. Strong ability to carry out research and innovation. Highly effective working in a team, as well as working independently. Demonstrated good oral and written communication skills. Demonstrated strong initiative and organization skills. Demonstrated strong customer service and interpersonal skills. Experience with SSAS (Tabular and Multidimensional) and MS PowerBI suite is preferred. 
About Genesis10:Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives.  If you are a high performing business or IT professional with solid, referenced experience, we want to meet you.  Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations.  We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement – project after project.   To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com. “Genesis10 is an Equal Opportunity Employer, M/F/D/V”
",NA,Transportation,"Leawood, KS",NA,Business Intelligence
87,Information Technology,AllianceIT,"
Job Description: •    Experienced BI developer who will lead the work of a team of approximately 5 report developers to execute the strategic BI plan developed by the program and architect.•    This person will be responsible for design of a reporting system that supports rapid, reusable reporting components with row, column, dimension, and report level security controls.•    This role will be responsible for the production of a high -quality reporting that meets the business requirements. Must be able to interpret business requirements into functional stories. This role must be proficient in interacting with business users. •    This role will have a strong focus on user experience. This role will need to be able to balance functionality, look/feel, and performance. •    Must be able to lead teams in an AGILE environment and work with Product Owners and SCRUM masters to manage and execute on the backlog.•    The ideal candidate will have extensive BI background in developing reporting systems not exclusively isolated report development with solid understanding and exposure to Tableau.•    Extensive BI background in non-Tableau tools with a lesser degree of Tableau experience is acceptable when paired with the ability to translate that BI experience to the Tableau system. •    Experience in data management, data quality, compliance, or commercial lending preferred. •    This role will not have responsibility for server installation or system administrative setup. Must work on-site in Charlotte.

ONLY W2Job Title: Senior BI DeveloperLocation: Charlotte NC Duration: 18 months MUST HAVES:•    BI Systems development and design (10 years) •    Reporting security design (5 years) •    Tableau Report design and development (5 years) •    AGILE development (5 years)
",5 years,Banking - Financial Services,"Charlotte, NC",NA,Business Intelligence
88,Information Technology,KellyMitchell,"
Description:• Position Overview We are looking for a highly motivated Business Intelligence Analyst who is passionate about data and the value proposition of data analytics and architecture in a fast-paced matrixed environment. You must be able to thrive with a high rate of change and multi-faceted data. Please bring intellectual curiosity with an analytical mindset. The ideal candidate will have: • Demonstrated experience working through complex business problems and partnering with internal clients using a consultative approach. • Strong analytical/business modeling skills with ability to convert raw data into actionable reporting and scalable data architectures. • Deep understanding of the practical application of data relationships from various and differing systems (both technical and process). • Have proven experience in integration designs and technologies that improve system performance, monitoring, scalability and availability Responsibilities • Understand business needs, create core sets of reports, enable self-service reporting and contribute to business workflow optimization. • Work very closely with the engineering and business to support their analytical needs and bring deep, meaningful and actionable insights. • Communicate concise information at all levels of organization. • Design and produce analyses that answer complex business questions and synthesize and communicate findings to business leaders. • Formulate new and creative ways of building data relationships in a highly matrixed systems landscape. Qualifications, Work Experience and Education Guidelines: • Experience with several of the following: AWS, SQL, SSIS, SSAS, Advanced data modeling skills, Splunk, Kenesis • A demonstrated ability to learn, acquire and utilize new technologies, disciplines and frameworks as needed • Superior problem-solving skills, self-motivation and the capacity to work under pressure and tight deadlines • Excellent verbal and written communication skills, including ability to simplify complex concepts for wide audience • Experience with BIG Data, and relational databases • Experience with Tableau, ServiceNow a plus
",NA,Other Great Industries,"Bellevue, WA 98005",NA,Business Intelligence
89,"Information Technology, Research",Computer Futures,"
BI Analyst - Houston, TXLooking for intelligent analysts to help advance the skillset on a Business intelligence team in an established oil and gas company!This position is an exciting opportunity for a Data and Visualization minded Analyst to help a team grow their analytical, reporting, and predictive capabilities.Excellent skills in Tableau and data manipulation are essential for this Analyst to be successful.Requirements:
Extensive experience with Tableau utilizing different data connections, advanced reports, and building complex dashboards.
Ability to obtain data form various sources using tools such as: SQL, Power Query, Python.
Experience with ETL process and tools (Alteryx would be a plus)
Build predictive models using Python or R - (work with time series Data manipulation is a plus.)
Ad Hoc Analysis
For more information please apply with an updated copy of your resume.Sthree US is acting as an Employment Business in relation to this vacancy.
",NA,"Energy - Utilities - Gas - Electric, Oil Refining - Petroleum - Drilling, Retail","Houston, TX",NA,Business Intelligence
90,Information Technology,The Select Group,"
BUSINESS INTELLIGENCE DEVELOPER  The Select Group is looking for a Business Intelligence Developer to join our client in Reston, VA. If you're looking to join a well-established company and to take the next step in your career, then this may be the job for you! Let me know if this seems like the role for you!The key thing to remember is: The successful candidate will be a part of the team that is responsible for Enterprise Business Intelligence. This position requires that the candidate understands, uses and applies technical standards, principles, theories, concepts and techniques and provides solutions to a variety of technical problems of moderate to high scope and complexity. BI DEVELOPER REQUIREMENTS:  

3-5 years of experience working in information technology industry 



2+ years of experience developing reports and dashboards using Cognos and also Cognos administration 



Experience with SQL, PL/SQL and Oracle 11g or later preferred 



BA/BS in Computer Science of related degree 


BI DEVELOPER RESPONSIBILITIES:  

The candidate will regularly interact with the customers to understand, document and communicate their needs, perform requirements analysis, develop and deliver reports and dashboards as per the requirements and contribute to the development and delivery of user training and documentation. 



The candidate will work under the general direction of the manager or the principal Systems Analyst and will independently determine and develop approach to solutions.


**This position has the ability to obtain a Secret clearance, we are unable to sponsor at the moment.  About The Select Group:We are TSG - a fast-growing technical services firm serving the U.S. and Canada. We open doors to diversified prospective employers who respect and value your ambitions, your pursuit of a meaningful career, and your particular skill-set. We offer interview guidance, an impressive referral program, and partner with you to find work that drives you. Learn more about us in our company overview video, or visit us at http://www.selectgroup.com. Sign up to receive weekly job alerts in your inbox by joining the TSG Talent Network.We have the privilege of impacting lives, so let us impact yours.The Select Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, genetic information, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",3-5 years,Other Great Industries,"Reston, VA",NA,Business Intelligence
91,Information Technology,FRG Technology Consulting,"
Python Developer - Chicago, IL - $130kRequirements 
Develop web applications and software using Python web stacks
Design and implement applications
Implement security and data protection
Integrating data storage solutions
Experience in Python with knowledge of Django or Flask
Understanding of JavaScript, HTML5, and CSS3
Testing and debugging
Experience with AWS, Spark, Java Web Services, React JS, Node JS, Jenkins and Oracle
Understanding of server-side templating languages
Consulting experience is a plus
Benefits 
Revenue sharing and 401k retirement savings plan
Little to no travel
Excellent Medical/Dental/Vision Insurance
Robust career development and training
Contact: Myrka Veloz at 212-731-8282 (ext.3352) Apply immediately for consideration. Interviews are currently taking place!  Please send your resume to [Click Here to Email Your Resumé]  FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space.   I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 1-212-731-8282.
",NA,Computer Software,"Chicago, IL","$130,000.00 /Year",Business Intelligence
92,Health Care,4 Corner Resources,"
4 Corner Resources is assisting a client in filling an Business Intelligence Analyst role in the Tampa area. 

Purpose of the Position:
Responsible for providing analytics support across the organization to enable better data-driven decision making and planning by senior management. As a member of the Business Intelligence team will assist in:

Supporting key strategic decision making, process improvement and insight within the company.
Creating a unified and integrated view of our core data aligned with main institutional objectives.
Improving information accessibility and horizontal information sharing across the organization.
Establishing an enterprise-wide approach to data management.

Primary Duties and Responsibilities

Play key role in cross-functional reporting and analytics efforts across multiple Organizational units and key initiatives
Assemble and summarize data, make presentations of findings, and provide recommendations for to support senior management decision making.
Conduct trending, forecasting, predictive modeling to identify patterns and get to the root causes.
Identify reporting needs and create/improve daily, weekly and monthly reports.
Develop and maintain reports and metrics to track employee performance management.
Document and update existing standard operating procedures, process maps and org charts.
Standardize cross-departmental data definitions, KPIs, and calculations.
Share knowledge, expertise and best practices with new and existing analysts throughout the company.


Skills & Core Attributes Required:


Excellent written and verbal communication skills, specifically an ability to communicate effectively and persuasively with senior management
Enthusiasm for understanding and deriving actionable insights from data generated in a dynamic business environment.
Analytical thinker with proven ability to solve complex problems.


Interest in analyzing data to understand business needs, and recommend additional or improved ways of meeting business objectives.
Ability to integrate data from many sources (quantitative and qualitative) into one or more holistic views for senior management use.
Working proficiency in Excel or more advanced data management and manipulation tools
Desire to learn new things and drive operational outcomes.


Skills & Core Attributes Preferred:

Academic or professional experience in financial and/or operational modeling.
Academic or professional experience developing statistical models or forecasts in R, SAS, or SPSS.
Experience creating dashboards in Power BI, Qlik, or Tableau.
Exposure to ANSI/ISO standard SQL or major SQL dialect (e.g., PL/SQL, T-SQL, or PL/pgSQL).
Experience or interest in the Education or Education Management industries.

Education/Experience Required:

Minimum of Bachelor’s degree in Business, Economics, Math, Accounting or Finance.
Minimum of 1-3 years of experience in business, process, and operations initiatives. 

",1-3 years,Education - Teaching - Administration,"3101 West Doctor Martin Luther King Junior BoulevardTampa, FL 33614, FL 33614",NA,Business Intelligence
