,category,company,details,experience,industry,location,salary,title
33,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 01300-0010366328Classification: Software EngineerCompensation: DOERobert Half's premier client is looking for a Machine Learning Application Analyst to join their team. Must have a good grasp of Machine Learning concepts from preprocessing to modeling and evaluating results as well as experience in building machine learning applications, broad knowledge of machine learning API's, tools, and open source libraries. This person must be able to work independently or as a part of a team under general supervision, have the ability to mentor/coach SDA, stays abreast of the development in area of detail oriented competence, and have excellent written and verbal communication skills. Responsibilities include proficient at taking a project from inception to completion including project planning, status reporting, requirements gathering, design, coding, unit and integration testing and implementation of a quality product. Must be able to conduct as well as negotiate and convince participants in team meetings with IT staff including business users, and have the ability to prepare effective presentations. **For immediate consideration, please email your resume to [Click Here to Email Your Resumé]**

-Bachelor's degree in Computer Science or other related field OR equivalent work experience. -5 + years of IT work experience completing application development in a distributed multi-tier environment. -Experience in designing full stack AML /AI solutions in a distributed compute environment. -Experience working with Python or R language scripts. -Experience with statistical modeling. -Experience in building Azure SQL, developed intuitive search engine using Azure search as a service. -Modern Data Arch / Big Data. -Strong coding skills and fundamentals in data structures, predictive modeling, and big data concepts. -Experience in Integrating Microsoft collaborative tools such as Skype, Teams, Yammer within .NET applications. -Experience with Big data solutions using Spark, MapReduce, HD Insights, No SQL. -Team foundation server. -Visual C# -XAML -Telerik -Visual Studio 2017 -Azure Data Factory -Azure Web role -SQL server 2016Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",65 years,"Computer Hardware, Computer Software","Villa Park, IL 60181",NA,Statistical Programmer
34,Other,Modis,"
Are you looking to work with a company that is committed to leading the way in the technology infrastructure space?  Are you looking to work with bleeding edge technologies? Are you authorized to work in the U.S. without sponsorship?  (We are unable to work C2C all employees must work W2). THIS IS A CONTRACT OPPORTUNITY • Expertise in one or more programming languages Java (Must), Python, Scala. • Expertise in developing and deploying Microservices. • Expertise in working with container deployment and orchestration technologies at scale with strong knowledge of the fundamentals to include service discovery, deployments, monitoring, scheduling, load balancing. Knowledge of Kubernetes, Go and Docker preferred. • Experience with big data techniques (Hadoop, MapReduce, Spark) and querying tools (such as Hive, Pig). • Strong knowledge of cloud platforms (such as AWS) and extensive experience of developing applications on the cloud platforms using various cloud services • Experience with relational (SQL) and NoSQl Databases. • Strong analytical and quantitative problem solving ability. • Excellent communication, relationship skills and a strong team player. • Experience with one or more statistical and machine learning packages or frameworks such as R, SciKitLearn, SparkML(MLlib), Tensorflow • Experience in owning, designing, and developing enterprise-scale SaaS applications. • Strong foundation in RESTful APIs, data structures, algorithms, software design and security • Additional role, initiative and group information: Note: Provide a background of your organization and your needs for this engagement to be shared with Supplying Agencies to gain a better understanding of your organization and your needs.  Minimum Skills 1. Java, Spring, Micro Services 2. Bigdata, Hadoop 3. Kafka  Desired Skills 1. Containers, Kubernetes 2. Nifi 3. Scala, Python   If you feel that you are a great match for this opportunity, please apply directly or feel free to contact Bryan at 303-474-2071. ""In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."" 
",NA,Other Great Industries,"San Jose, CA",NA,Statistical Programmer
35,Information Technology,Cook Systems,"
COOK SYSTEMS INTERNATIONAL has an IMMEDIATE need for a DevOps Engineer


Location: Loveland, CO



Responsibilities:
DevOps Engineer will work closely with the Digital team members to help increase speed of delivery, improve quality of code, and optimize processes. Responsible for understanding the bottlenecks of various processes, working with digital members to improve them, and improving the overall experience of developers

Works closely with Tech Leads and developers of various teams to assess existing problems and to come up with process improvement solutions 
Identifies bottlenecks in coding development and deployment processes 
Participates in planning delivery time, code quality, and process efficiency improvement projects 
Executes on plan by building coding standardizations and automating processes for the organization
Surveys developers and technical members of the organization to understand their main pain points in the coding and development process
Collaborates with the rest of DevOps team to deliver consistent and holistic solution to the organization 

Requirements:


Minimum of 5 years of programming experience
Bachelor’s or Master’s Degree in Information Technology, Computer Science, or a related discipline preferred
Experience in DevOps (e.g. automating IT operations) 
Experience working in applications, systems or IT operations 
Experience in agile methodologies 
Excellent troubleshooting and problem solving skills
Possesses working knowledge of two or more programming languages
Brings a high-energy and passionate outlook to the job and can influence those around them
Able to build a sense of trust and rapport that creates a comfortable & effective workplace
Passion for innovation and “can do” attitude
Required technical experience: AWS, GitHub, Terraform
Nice to have technical experience: Jira, Node.js, Ruby-on-Rails, Docker



e/o/e
",5 years,Agriculture,"Loveland, CO",NA,Statistical Programmer
36,Information Technology,AIC (part of ACS Group),"
VBA/VB Scripting Developer 
 
Experienced Microsoft Excel / Microsoft Access custom software VBA developer with the skills necessary to build advanced custom business applications in VBA using the power of Excel and MS Access. Looking for EXCEL gurus who can do Pivot Tables – Then on the VBA side, someone who can create functions buttons in Visual Basic and code those buttons over an EXCEL spreadsheet.  
 
Solid Visual Basic skills – VBA, EXCEL, and/or VB 6.0. Advanced VBA Developer qualifications include:   
·         Advanced functions in Excel including pivot tables, indirect, index, Vlookups, and macros.
·         Strong VB scripting experience within Excel.
·         Create function buttons in VB and code in spreadsheet.

Ability to import/export txt, Excel and/or Word files into an application 
Macro programs using Visual Basic for Applications (VBA) 
Strong, demonstrable VBA/VBScript skills
3+ Year(s) experience in MS Office Applications using VBA
2+ Year(s) experience using Pivot Tables, and Pivot Charts
1+ Year(s) building charts in Excel with a strong VBA bias
1+ Year(s) experience using PowerPivot


VBA/VB Scripting Developer 
 
Experienced Microsoft Excel / Microsoft Access custom software VBA developer with the skills necessary to build advanced custom business applications in VBA using the power of Excel and MS Access. Looking for EXCEL gurus who can do Pivot Tables – Then on the VBA side, someone who can create functions buttons in Visual Basic and code those buttons over an EXCEL spreadsheet.  
 
Solid Visual Basic skills – VBA, EXCEL, and/or VB 6.0. Advanced VBA Developer qualifications include:   
·         Advanced functions in Excel including pivot tables, indirect, index, Vlookups, and macros.
·         Strong VB scripting experience within Excel.
·         Create function buttons in VB and code in spreadsheet.

Ability to import/export txt, Excel and/or Word files into an application 
Macro programs using Visual Basic for Applications (VBA) 
Strong, demonstrable VBA/VBScript skills
3+ Year(s) experience in MS Office Applications using VBA
2+ Year(s) experience using Pivot Tables, and Pivot Charts
1+ Year(s) building charts in Excel with a strong VBA bias
1+ Year(s) experience using PowerPivot

",3+ Year,Computer Software,"Saint Charles, MO","$60,000.00 - $95,000.00 /Year",Statistical Programmer
37,Engineering,Eliassen Group,"
Rate: $40.00-$50.00/hr offering full Medical, Dental, Vision and 401K Our innovative client located in the Cincinnati area is looking for a talented DevOps Engineer to support the toolsets that developers use on a day to day basis which includes GitHub, TeamCity, Artifactory, and HP Fortify. You will also be responsible for supporting Pivotal Cloud Foundry in addition to the pipeline of tools. This is a recently renovated 250,000+ square foot facility that has height adjustable workstations, lounge areas, creative café spaces, and game rooms. They also provide fresh coffee, groceries and take pride in providing a great work environment. If you are looking for a large company that operates as a start-up, this is the place for you!! Required Skills of the DevOps Engineer:  Familiarity and Understanding of Scrum/Agile methodologies  Experience with the following:   GitHub TeamCity Artifactory HP Fortify Pivotal Cloud Foundry  For immediate consideration, please send me a MS Word version of you resume to: [Click Here to Email Your Resumé] Job Order: 304612 About Eliassen Group: Eliassen Group has been driving the success of our clients, consultants, and employees within Technology Staffing and Consulting Services since 1989. For over 25 years, we have been at the forefront of innovation by uniting talented people and quality solutions within successful companies to help them attain their business objectives. Our solution oriented approach to understanding your needs ensures that we identify and represent the best possible talent available in the market, personally selected and matched to your requirements by our highly-tenured, extraordinarily capable recruiting team. Our consulting divisions include expertise focused on Agile, Biometrics & Data Solutions, Creative Services, Government Services, Life Sciences and Workforce Management. Eliassen Group is privately held and headquartered in Reading, MA. Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, or protected veteran status. Don’t miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!
",25 years,Employment - Recruiting - Staffing,"Cincinnati, OH",NA,Statistical Programmer
38,Information Technology,NA,"


IDR is in search of an experienced Software Engineer in the Chicago, IL or Santa Ana, CA area! This position is an opportunity to show off your creativity with a great company that is thriving in their industry.

Responsibilities of the Software Engineer:

Responsible for maintaining existing processes within data integration
Responsible for successful completion of code migrations
Utilize features within IBM WTX to perform formatting, designing, and mapping
Responsible for helping provide technical support to team members
Perform rotating, on-call duties as needed



Requirements for Software Engineer:

5+ years of professional Software Engineer experience
5+ years of hands on developing with SQL
Strong experience with data integration
Experience with IBM Websphere Transformation Extender (WTX) REQUIRED
Excellent communication skills
Agile experience
Healthcare experience desired; Claims Data knowledge highly preferred

What's in it for the Software Engineer?

Full Benefits (Medical, Dental, and Vision!)
Competitive compensation package
Much, much more!

Why IDR?

15+ Years of Proven Industry Experience in 3 major markets
Employee Stock Ownership Program
Dedicated Engagement Manager who is committed to you and your success
Medical, Dental, Vision, and Life Insurance
Inavero's 2014, 2015, 2016, and 2017 Best of Staffing® Client Award Winner
Inavero's 2014, 2015, 2016, and 2017 Best of Staffing® Talent Award Winner


",5+ years,"Computer Hardware, Computer Software","Chicago, IL",NA,Statistical Programmer
39,Information Technology,NA,"
Senior ServiceNow Developer
Location: Richmond, VA
Contract-to-Hire Opportunity
$70-$80/hr W2
Our industry-leading client is looking for a ServiceNow Developer to integrate ServiceNow, leveraging a cutting-edge proprietary tool.  Your responsibilities will include enabling new modules and enhancing the business’ ServiceNow platform.  If you are looking for an opportunity to spearhead ServiceNow implementation, we would love to speak with you.


Requirements for ServiceNow Developer:

ITIL Foundation Qualification
Strong foundation in ServiceNow implementations including security management, configuring Service Legal Agreements (SLAs), and workflow development
Experience in Web Service integrations leveraging SOAP and REST
Experience in Web Development languages such as Javascript, XML, AngularJS, Bootstrap, and HTML/CSS
Must be familiar with Agile SCRUM methodology

For immediate consideration, please contact Kevin Krull [Click Here to Email Your Resumé]
",NA,Computer Software,"Richmond, VA",$70.00 - $80.00 /Hour,Statistical Programmer
40,"Engineering, Information Technology",Rita Staffing,"
An Advanced Tech programmer is responsible for assisting Maintenance Tech and Technician Specialist.  This associate will be required to help with training of operators and work closely with Knoll IT department.  He or She will be responsible to troubleshoot computer equipment (software or hardware issues) if Tech Specialist can't resolve. This associate must show ability to lead small groups and work with minimal supervision.IV Resource Utilized1. An Advanced Technology Programmer will be responsible for the overall operating expectations of highly technical and complex equipment.  He/She will have been qualified to effectively repair or trouble shoot equipment that can have a value in excess of $1/4 million and may be in excess of multi- million dollars.2. Participate in the cross training activities of other associates if asked upon.3. Participate in CIT and all other problem solving tasks.4. The required ability and willingness to receive/participate with training provided by Alvic5. Required to perform applicable elements of preventative maintenance tasks and follow all required housekeeping initiatives.6. The demonstrated ability and willingness to make, repair and or alter equipment and supply input to engineering on equipment, processes and tooling.  7. The willingness to meet with vendors/suppliers to problem solve process or equipment problems or test new equipment/products.



1. To become qualified as an Advanced Tech Programmer, the associate will be required to complete all aspects of the job training criteria for all required elements of the Maintenance Job Function and Requirements and operate applicable equipment.  Criteria will include a minimum number of training and individual job functions before QRC can occur on any required job function.2. Under the time requirements in the Training Criteria, an Advanced Tech Programmer will generally require a minimum 12 months of classroom training or a graduate degree from a reparable Technology School.  Or a degree in Computer Science.3. The ability to work with external design consultants to import and export drawings. 4. Work closely with mechanical specialist and engineer to develop PLC driven equipment.5. Conduct and coordinate control and electrical machine modifications and upgrades.6. Prepare cost estimates for new control and electrical equipment.7. Conduct research of equipment and components for best possible solutions.8. Identify, specify and order parts.9. Prepare PM, spares and handover document packages for control and electrical equipment.10. Ability to guide in the repair and alterations to machines and fixtures and give input to engineering on control and electrical machine modifications, to accommodate new products or processes.11. Must be capable of developing data acquisition systems.12. Must understand relay logic design.13. Computer and programming knowledge is required to develop and modify programs on computer-assisted machines.14. Must demonstrate communication between all associates on all levels, on all shifts, with written or oral skills.15. An Advanced Technology Programmer must be responsible for all aspects of safety including the safety of other associates assigned to that function.
The demonstrated ability and willingness to perform all required functions while being exposed to any or all of the following:"" Exposure to various chemicals, solvents/MEK, glues, of which some may be deemed to be hazardous to individual health including liquids and vapors."" Exposure to high level of wood dusts for extended periods of time.  Refer to Industrial Hygiene Report."" Exposure to large machines with many moving parts, including rotating blades, knives that rotate in excess of 10,000 RPM and pinch points "" Exposure to moving vehicles (fork trucks, roller buggies, low lifts, etc.)"" Exposure to exhaust fumes and pollutants from fork trucks, cure ovens and spray equipment."" Exposure to tripping hazards (roller systems / tracks mounted on floor."" Exposure to excessive noise levels for extended periods of time - 95 / 100 decibels in some areas."" Required to wear ear protection in all areas of Wood Fabrication."" Working in enclosed and confined work environment."" Right-to-Know training is required."" Lock Out Tag Out training is required. 

VII Physical Demands"" Strength / Stamina"" Agility"" Hand / Eye coordination"" Manual dexterity"" Good vision"" Good hearing"" Stress"" Hearing protection required"" Eye protection required"" Safety shoes required"" Traveling is required""Excellent attendance and attention to detail Motivated and takes direction well
",NA,"Computer Hardware, Computer Software","Auburndale, FL",$23.00 - $28.00 /Hour,Statistical Programmer
41,Information Technology,"American Cybersystems, Inc. (ACS Group)","
We don't need any operator profiles, but programmer experience

Overall 7+ years of programmer experience with AS400 technologies and should have worked with RPG & COBOL
·         Technology: AS/400
·         Language: RPG, RPG ILE, Free Form RPG, CL, CLLE, SQL/400, Query/400, COBOL/400 , SQLRPGLE
·         Operating System: OS/400, Windows
·         Database: DB2/400
·         Tools/ Utilities: Turnover, Hawkeye, ROBOT
·         Understanding of RETAIL industry ( Or specifically Order Management Systems )
·         Good knowledge on ILE Concepts , SQL procedures

·         Must be able to at least understand, maintain and manage COBOL programs.
",7+ years,Retail,"Boca Raton, FL",NA,Statistical Programmer
42,"Manufacturing, Engineering, Other",Hydro,"

Job Responsibilities:



Hydraulic troubleshooting and repair.


Assist with installation, start-up, and maintenance of plant electrical equipment and control systems with emphasis on troubleshooting PLC-based control systems.


Read an interpret schematics and piping diagrams.


Install and align power transmissions.


Perform lubrication procedures maintaining high standards of cleanliness.


PLC and HMI/operator interface configurations and minor/low-level changes such as adding new alarms, adding timers or other methods to eliminate problems from bouncing input contacts and other “noisy” input signals.


Assist operating and maintenance departments in selecting and standardizing equipment, software, device upgrades, drivers and interfaces to improve equipment operation and control system reliability.


Provide written documentation of changes to control systems engineers and notifications to all maintenance employees when significant changes are made to control systems so that troubleshooters on all shifts are aware of recent changes.


Communicate within department and with other technical specialists in IT and plant engineering departments as needed to resolve problems that are beyond your ability to correct.


Contact equipment suppliers for technical support as needed.


Support the day to day operations in all aspects of Maintenance – both mechanical & electrical.





Key Requirements:

Work Experience

10+ years of demonstrated practical experience in an Extrusion or metals manufacturing facility.  Other manufacturing backgrounds may be considered based on experience and knowledge application.  

Education

Bachelor’s or Associate’s degree in Engineering/Maintenance discipline preferred.
Will consider overall experience/background in lieu of education.    

Functional/Technical Knowledge
·         Proficiency in programming/navigating and troubleshooting PLC control systems is preferred. 
·         Experience with Allen Bradley PLC-5, SLC-500, ControLogix, and Panelview Plus is a big plus.
·         Familiarity with the following industrial control communication protocols: ControlNet, Ethernet, DH+, Remote I/O, DeviceNet. 
·         Working knowledge of hydraulics, pneumatics, mechanical devices, and combustion control systems.
·         Knowledge of Windows operating system, PC/software configurations, and how PLC software works with computer operating systems.
·         Strong communication and problem-solving skills; must be able to read, analyze, and interpret general periodicals, professional journals, technical procedures, and governmental regulations.  
·         Must have working knowledge of power and hand tools.
·         Self-Starter, adaptable to change and ability to work as a team, ability to prioritize needs.
·         Mobile Equipment Certification required (or the ability to attain this certification through Hydro training per the Mobile Equipment Policy.
·         Selected candidates will be required to pass written and hands on tests.
Other

Ability to work quickly and efficiently in a fast paced, goal oriented production environment.
Fluency in English mandatory; other languages a plus.  


",NA,Manufacturing,"142 Sapa DriveDelhi, LA 71232",$18.00 - $35.00 /Hour,Statistical Programmer
43,Information Technology,SkillStorm Commercial Services LLC,"
SkillStorm is seeking a Cloud Programmer for one of our clients in Addison, TX.  Job Description:  Design, develop and integrate services in large-scale distributed enterprise infrastructures (cloud, etc.). Develop, enhance, debug, support, maintain and test software applications on diverse development platforms, software, hardware, technologies and tools. Build tools to automate, provision, deploy, monitor and manage production systems Manage deployment & configuration. Work closely with different teams to debug and solve production issues.   Required Skills:  Proficient in OOP languages (JAVA, .NET, etc.). Proficient in Web Services (SOAP/REST/API) Development. Proficient in enterprise integration technologies (Apache Camel, Mule, etc.). Proficient in dynamic languages (Angular, PHP, PERL, Ruby, Python, etc.). Proficient in web development technologies. Proficient with Unix/Linux shells, tools and utilities. Mobile technologies integration experience needed. Full Stack (end-to-end) development experience needed. Big Data technologies (Cassandra, Hadoop, etc.) knowledge is a plus. Network securities and technologies is a plus. Capable of multi-tasking and prioritizing efficiently. Love working with new and emerging technologies (opensource, etc.). Working in a fast-paced, evolving, growing and dynamic environment. Excellent collaborator with strong communication skills 
",NA,Computer Software,"Addison, TX",NA,Statistical Programmer
44,Other,Nesco Resource,"
 Job Description   Qualifications:   Bachelors degree in Mechanical Engineering or Manufacturing Engineering; preferred.  5+ years of experience in metrology and CMM and video measurement equipment programming.  Experience with 2016 Calypso (v +/-) orMCosmos v4.0 sofware (v +/-)   Write programs using Zeiss Calypso software on Spectrum CMM for Layout Inspections  Experience with CNC, HMC, VMC  Ability to write code to generate programs on a CMM using different Software Packages is preferred ( Calypso, MCosmos, B&S PC-DMIS, Zeiss U-Soft, Zeiss Unimeasure, B&S MMIV)  Knowledge of geometrical dimensioning and tolerance per ASME Y14.5-2009.  Strong knowledge of mathematical/statistical analysis tools.  Knowledge of statistical analysis of data: standard deviation, mean, statistical agreement tests, data transformation, trend identification, regression analysis, curve fitting, etc.      Qualifications Qualified Candidates will possess:   Strong written and verbal communication skills.  Experience work directly with internal customers to understand measurement request requirements, analyze data, and effectively communicate results.  Experience performing high precision dimensional, coordinate, and surface metrology in support of product and process development and manufacturing.  Experience in preventative maintenance and interim performance verification of high precision metrology equipment.  Experience in executing experiments in support of measurement equipment and measurement process fundamental understanding and uncertainty analyses.  Experience Analyzing experimental and measurement data using sound statistical methods for development of measurement uncertainty analyses, identification of data trends, and root cause analyses.     
",5+ years,Other Great Industries,"Bowling Green, OH",NA,Statistical Programmer
45,Information Technology,Rose International,"

Title: Software Engineers
Location: O’Fallon, MO
Duration: 12 Months
​
Overview:
• Push Payments Development team owns a number of applications, primarily focusing on the Client Send application. 
• Client send is an API based application which primarily focuses on P2P and Disbursement transactions and is heavily integration with Client core applications.
• Responsible for the analysis, design, development and delivery of software solutions. 
• Develop, customize, and test applications to integrate to Client specifications. 
• Provide leadership, mentoring, and technical training to other team members 
• Do you want to be a part of a collaborative team environment?
• Are you motivated to stay on the cutting edge of digital payments technology?
​
Role
• Accountable for systems development prioritized intiaitives supporting Client Send
• Plan, design and develop technical solutions and alternatives to meet business requirements in adherence with Client standards, processes and best practices. 
• Adapt to the technical artifact templates per the needs of the project and technology.
• Contribute ideas to help ensure that required standards and processes are in place. 
• Research and evaluate current and upcoming technologies and frameworks. 
• Participate in PoCs (Proof of Concept) and help the Department with selection of Vendor Solutions, Technologies, Methodologies and Frameworks. 
​
All About You
• Must be high-energy, detail-oriented, proactive and have the ability to function under pressure in an independent environment 
• Possesses strong communication skills -- both verbal and written – and strong relationship, collaborative skills and organizational skills
• Bachelor''s degree, or foreign equivalent, in Computer Science, Information Technology or Engineering 
• Advanced level work experience in job offered, or as Software Engineer, Technology Lead, or related qualifying experience must include.
• Willingness and ability to learn and take on challenging opportunities and to work as a member of matrix based diverse and geographically distributed project team.
• Experience with Digital payments such as P2P payment and/or disbursements 
​
Advanced experience with the following:
• Java
• Spring
• Webservices
• Agile Development environment
• REST
• JSON
• Apache
• Junit
• Maven
• Angular JS
• SoapUI
• Log4j
• Jboss7



Rose International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, arrest and conviction records, or any other characteristic protected by law. Positions located in San Francisco, California will be administered in accordance with the Fair Chance Ordinance.






All About You
• Must be high-energy, detail-oriented, proactive and have the ability to function under pressure in an independent environment
• Possesses strong communication skills -- both verbal and written – and strong relationship, collaborative skills and organizational skills
• Bachelor''s degree, or foreign equivalent, in Computer Science, Information Technology or Engineering
• Advanced level work experience in job offered, or as Software Engineer, Technology Lead, or related qualifying experience must include.
• Willingness and ability to learn and take on challenging opportunities and to work as a member of matrix based diverse and geographically distributed project team.
• Experience with Digital payments such as P2P payment and/or disbursements





",NA,"Accounting - Finance, Insurance","O'Fallon, MO",NA,Statistical Programmer
46,Information Technology,"V-Soft Consulting Group, Inc.","


DevOps Engineer
Primary Location – San Francisco, CA

V-Soft Consulting is an end-to-end recruiting and staffing solution provider known for our ability to provide highly qualified consultants for any project at any scale.
What makes us different? Our expertise is derived from over 20 years of delivering world-class IT staffing, consulting, engineering and managed services to Fortune 1000 and mid-market companies in the U.S., Canada, and Asia. V-Soft is a trusted partner with experience across diverse technology stacks to help business get IT done.
Like what you hear? Apply with V-Soft today!

V-Soft Consulting is currently hiring for a DevOps Engineer for our premier client in San Francisco, CA. This is a 7-month contract position in the manufacturing industry.
U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. Our client is unable to sponsor at this time.

WHAT YOU’LL NEED:
Technical Requirements and Certifications »

Experience with production GCP and AWS infrastructure is required
Experience with Git is required
Golang skills are required
Linux systems background
Strong scripting skills (Python, Bash, etc.)
Configuration management and CI/CD
Automation and monitoring tools
Skilled in deployment, Jenkins, Python, Docker and Linux are a plus


WHAT YOU’LL DO:
Job Responsibilities »

Design, implement and maintain production and non-production infrastructure in GCP and AWS
Work with engineers, product owners and stakeholders to build against roadmaps and development plans
Develop and execute deployment processes for infrastructure, backend, mobile and hardware/firmware releases
Design solutions for automated deployment and CI/CD pipelines
Design solutions for configuration, data storage, monitoring and other aspects of a modern technology platform


Interested?
Qualified candidates should send their resumes to [Click Here to Email Your Resumé]


WHAT YOU’LL NEED:
Technical Requirements and Certifications »

Experience with production GCP and AWS infrastructure is required
Experience with Git is required
Golang skills are required
Linux systems background
Strong scripting skills (Python, Bash, etc.)
Configuration management and CI/CD
Automation and monitoring tools
Skilled in deployment, Jenkins, Python, Docker and Linux are a plus

",NA,Manufacturing,"San Francisco, CA",NA,Statistical Programmer
47,Information Technology,"Horizon Search, Inc.","
Job description

Evaluate client business challenges and work with the team to arrive at the best-fit solution.
Design, develop, test, support, and deploy desktop, custom web, and mobile applications in a .NET environment.
Develop system architecture, design, and code in accordance to the clients' requirements.
Help architect and design solutions, or act in a lead position responsible for the productivity of the development team.
Help clients implement software development methodologies.
Collaborate with clients to translate business requirements into technical requirements.
Produce applications that provide measurable business value to our clients.
Minimal travel may be required









QUALIFICATIONS:

Bachelor's degree in Computer Science or Management Information Systems (or comparable field of study)
A minimum of 5+ years of development experience, and a minimum of 3 years of experience with Microsoft Visual Studio, C# or Visual Basic, and ASP.NET.
Experience with developing across Windows or UNIX/LINUX environments.
Experience with object-oriented design and development techniques; solid understanding of basic development best practices.
Formal training or experience with project management and building a rapport with clients.
Demonstrated ability around decision-making, delegation, and building trust and credibility.
Understanding of how software development projects are organized, including how work is prioritized, scope-managed, and risk-assessed and mitigated.



KEY SKILLS:

Ability to work well in a team and individually.
Ability to adapt quickly to changes in environment, priorities, and requirements.
Proven ability to learn new technologies quickly and apply the gained knowledge to address business problems.
Excellent verbal and written communication for all levels of the organization required.
Ability to communicate with clients on a business level and translate their needs into technical solutions.
Detail-oriented and highly developed organizational skills including the ability to prioritize tasks and meet deadlines.
Experience with C# .NET platform development and architecture.
Experience with collaborating across multiple functional/technical teams to deliver a project.
Experience with WebDev, Javascript, JSON, AJAX, HTML5, and CSS3.
Ability to support existing applications

BENEFITS:

Generous paid time off
401k
Healthcare & Dentalcare
Discretionary Bonus



",5+ years,Computer Software,"Chicago, IL",NA,Statistical Programmer
48,"Information Technology, Engineering","UES, Inc.","


UES, Inc. is looking for an entry level full-time software engineer to join a small, multi-disciplined team working on research and development (R&D) projects within the Air Force Research Laboratory at Wright-Patterson AFB, OH. This position will provide hands-on access to state-of-the-art technologies including infrared sensors, lasers, space-based systems, and warfighter protection. This position requires excellent critical thinking, troubleshooting and communication skills. Candidate must be detail-oriented and able to flourish in a fast-paced, hands-on environment with minimal oversight.The candidate will provide software development, maintenance, and expertise in the support of laboratory and fielded test activities. Candidate will use C# and the .NET framework (or other languages as needed) to develop and maintain custom software applications involving GUI design, hardware/software interface, data acquisition, and database development. Candidate will be responsible for specifying and maintaining equipment for R&D computer systems and DAQ devices. Candidate must be able to properly document code and communicate low- and high-level software functionality to peers. Candidate may also be called upon for duties outside of software programming such as test support, systems design, etc. Candidate will travel 2-6 weeks per year in support of external test events.





• B.S. or higher in Software Engineering or a related discipline is required• Working knowledge of any or all of the following is a plus: C#, .NET, Matlab, Labview, database development, image processing, API utilization, DAQ devices, laboratory and measurement equipment, and electro-optical devices• Due to security requirements, this position will require U.S. citizenship and the ability to secure and maintain a SECRET clearance


",NA,Defense - Aerospace,"WPAFBDayton, OH",NA,Statistical Programmer
