,category,company,details,experience,industry,location,salary,title
76,Information Technology,The Carlisle Group,"
We are conducting a Search for our client, who is an A Rated Property & Casualty Insurance carrier for a Database Administrator. This position installs, monitors, maintains, and performance tunes production databases while ensuring high levels of data availability. This position will provide maintenance and support of all SQL Server Database Environments. The incumbent is also responsible for developing, implementing, and overseeing database policies and procedures to ensure the integrity and availability of databases and their accompanying software.

Essential Functions:


Strategy & Planning

Assess and develop long-term strategic goals for production databases in conjunction with data owners and department managers.
Design and implement redundant systems, policies, and procedures for disaster recovery and data archiving to ensure effective protection and integrity of data assets.
Ability to evaluate risks and opportunities in virtualization and use of Cloud resources





Acquisition & Deployment

Conduct research and make recommendations on database products, services, protocols, and standards in support of procurement and development efforts.





Operational Management

Install and configure relevant network components to ensure database access as well as database consistency and integrity.
Respond to and resolve database access and performance issues.
Monitor database system details within the database, including stored procedures and execution time, and implement efficiency improvements.
Monitor, optimize, and allocate physical data storage for database systems.
Plan and coordinate data migrations between systems.
Develop, implement, and maintain change control and testing processes for modifications to databases.
Perform database transaction and security audits.
Establish appropriate end-user database access control levels.
Develop routines for end users to facilitate best practices database use.
Manage and/or provide guidance to junior members of the team.
Complete SQL Server installs, test, maintain, and document database management systems, utility programs, monitoring tools
Add/Delete tables, build indexes, etc
Develop scripts for tasks such as system monitoring and cleanup
Coordinate install times/testing/environment roll out for object migration across Dev, QA, and Prod environments
Examine hardware resources such as size of machine and DASD allocations to the databases to ensure space, system allocations, and performance is maintained.
Collaborate with auditors to provide requested documentation as needed
Operate as a guardian of company data and protect/encrypt/redact PII data.




Qualifications/Basic Job Requirements:

Bachelor’s degree in the field of computer science and 5 years equivalent work experience
3 years SQL Server Database environments/experience
Strong understanding of database structures, theories, principles, and practices
Working technical experience with designing, building, installing, configuring, and supporting database servers, including SQL Server 2008 and 2014
Working knowledge of SQL Server Management Studio, SQL Server Profiler, SQL
Server Agent, Database Engine Tuning Advisor, BCP and Bulk Load
Working knowledge of Windows Server 2012 configuration and management, specifically as it relates to MS SQL Server installations
Hands-on database tuning and troubleshooting experience
Experience with data processing flowcharting techniques
Project management experience
Strong understanding of the organization’s goals and objectives
Knowledge of applicable data privacy practices and laws
Good written and oral communication skills
Strong technical documentation skills
Good interpersonal skills
Ability to conduct research into database issues, standards, and products as required
Ability to present ideas in user-friendly language
Highly self-motivated and directed
Keen attention to detail
Proven analytical and problem-solving abilities
Ability to effectively prioritize and execute tasks in a high-pressure environment
Strong customer service orientation
Experience working in a team-oriented, collaborative environment


see job description
",5 years,Insurance,"Huntingdon, PA 16652",NA,Database Administrator
77,Consultant,NA,"
Job Title:  DBA DeveloperLocation: Midtown, NYCDuration:  Long termJob Type:  ContractContact Info: Ella Blank - [Click Here to Email Your Resumé] - 201-786-2414Job Description:

The candidate must have extensive knowledge in Oracle.
This role requires a mix of DBA and developer skills.
The candidate will participate in all phases of project including analysis, design, development, testing and deployment.
The candidate will work closely with the Application development teams and provide DBA support. Excellent communication skills, organization skills, critical thinking skills are a must.
This position looks for someone onsite in New York.

Daily Tasks:

Prepare development databases for project implementation.
Create schemas or initiate database object changes in consultation with application project teams to implement database design.
Process requests quickly and be organized on which scripts are running on which environments.
Work with application development teams on support issues.
Work in a team environment and be proactive.
Able to multi-task on different projects and handle multiple requests simultaneously.
Able to document process flows and communicate with other team members.
Resolve SQL performance and data issues as necessary.
Follow existing processes and procedures.
Develop and modify existing UNIX shell scripts.





Qualifications:

Minimum 3-4 years of IT industry experience.
Excellent analytical, organizational, and communication skills.
Experience with 12c databases and feature set.
Have knowledge and experience in creating logical and physical data modeling. 
Experience with entity modeling tools like ER Studio.
Strong database and SQL performance tuning skills.
Strong database troubleshooting and problem resolution skills.
Good knowledge of UNIX shell scripting.
Understanding of data marts and warehousing concepts.
Experience with materialized views, external tables and index/table partition, data pump export/imports.
Strong PL/SQL, store procedures, functions, and packages skills.
Develop, document and maintain standards, procedures and processes.
Experience with Oracle replication, data guard setup is a plus.
Familiarity with issue tracking tools such as JIRA is a plus.
Familiarity with job scheduling tools, such as TIDAL is a plus.
Experience with a cloud solutions is a plus.
Familiarity with version control tools, such as SVN is a plus.
Experience with SQL server is a plus.

Additional Responsibilities:

Effort estimations
Interact with offshore / onsite SMEs for any clarifications in requirements
Working Hours: 9AM – 6PM (with 1 hour lunch break)
Able to support scheduled off-hour project deployments (as needed)

All offers of employment at TechLink, Inc. are contingent upon clear results of a thorough background check.Background checks will include: Social Security Verification, Prior Employment Verification, Professional References, Educational Verification, Criminal History, Motor Vehicle Records and e-verify.

",3-4 years,Entertainment,"New York, NY",NA,Database Administrator
78,Information Technology,Freedom Health,"
Title
SQL Server DBA 
Full-Time/Part-Time
Full-Time 
Description
POSITION TITLE: SQL Server DBADEPARTMENT: Information Systems________________________________________________________________________GENERAL PURPOSE: The SQL Server Database Administrator (DBA) is responsible for effective provisioning, installation/configuration, security, operation, and maintenance of SQL server database management system.ESSENTIAL DUTIES AND RESPONSIBILITIES:
Database monitoring, administration, upgrades, backup, and disaster recovery planning & testing;
General responsibilities include maintenance of multiple environments (development, testing, and production), including patching, troubleshooting, object maintenance (e.g. partition, table, index, users/roles) creation/maintenance, space management, SSIS & SSRS deployments, and security management.
Add and maintain users on the SQL Servers Databases; assigning application (SQL) access, ensuring security, and maintaining their configurations are within standards;
Work closely with remote DBA services vendor to support day to day management of database environments and ensure database stability and performance.

Work with cross functional IS teams to accommodate the database design and administrative needs, such as working on effective solutions for database implementations and deployment of database changes to the higher environments.
Develop an expert knowledge of applications being used to provide high levels of support to users;
Participate in the development of long range planning for new projects and facilities; serve in an advisory capacity on database procedures and methods.
Design, document, and implement effective utilization of resources for optimal performance and enforce database standards and database use guidelines.
Ensure that external and internal regulations and policies governing data management are met including regulations concerning security, audit ability and privacy.
Perform other duties as assigned.
QUALIFICATIONS AND REQUIREMENTS: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.EDUCATION and/or EXPERIENCE: An undergraduate degree with a technical major such as Information Technology, MIS, or Computer Science from an accredited institution of higher learning; minimum 5 years of experience working as a SQLServer database administrator; or an equivalent combination of education, training and experience.NECESSARY KNOWLEDGE, SKILLS AND ABILITIES: Ability to: work from designated office for collaborative/interactive fulfillment of duties; concentrate in an open-office “cubicle” environment; appropriately and directly interact with other staff members and/or outside associates; perform telephone and/or computer work for extended periods of time; operate office equipment such as computer, telephone, and copy/scan/fax machine; attend and participate in meetings via phone, computer, or in person.
Experience managing SQL Servers 2016/2014/2012/2008R2, SQL Clustering, and SQL Backups.
Must have extensive experience with TSQL, with good understanding of OLAP and OLTP databases of SQL 2008 and above.
Strong Experience with database recovery solutions, such as backups and restores with good understanding of transactional process of SQL Server databases.
Strong SQL Server database maintenance and performance tuning skills.
Expertise in database replication, mirroring and other high availability methodologies.
Experience with SQL server version upgrade and migration.
Knowledge and experience of database management in cloud environment i.e. Azure, AWS etc.
Knowledge of database performance monitoring tools i.e. Solarwinds DPA.
Knowledge of the Software Development Life Cycle, Agile/SCRUM methodologies.
Results-driven with the ability to take initiatives, handle multiple tasks and shifting priorities and meet deadlines.
Experience creating data models, ERDs, writing and maintaining technical documentation.
Excellent oral and written communication skills including good grammar, voice and diction.
Responsibilities sometimes require working evenings and weekends, sometimes with little advance notice.
LICENSING AND CERTIFICATION: MCSA/MCSE in SQL 20016/2014/2012.WHAT WE OFFER:Benefits include:
Paid Vacation time
Paid Holidays
401k employer match
Full line of Healthcare Benefits
Opportunities for career advancement
We are proud to be an EEO/AA employer M/F/D/V. We maintain a drug-free workplace and perform pre-employment substance abuse testing. 
Position
SQL Server DBA 
Position Requirements
 
Req Number
INF-18-00010 
Open Date
4/3/2018
",5 years,"Healthcare - Health Services, Insurance, Other Great Industries","Tampa, FL",NA,Database Administrator
79,Information Technology,NA,"

The team is composed of what is traditionally known as a physical DBA, as opposed to a Logical DBA.
This particular role will be performing these duties both on the IIAS (Netezza) DB2 LUW database as well as on any of our 1000 SQL Server installations.
Expectation that this resource to take on an on-call rotation one week out of every 5.
Strong communication skills are required as there will be quite a bit of back and forth communication with developers and internal customers.




Understanding of relationship between availability requirements for critical applications and the database objects they require.
Ability to provide expert review of database and SQL related application changes in order to minimize impact to the availability of production database systems.
Ability to perform database changes with minimal impact to the availability of production database systems.
Strict adherence to data access policies and procedures.
Ability to effectively utilize existing database performance and monitoring tools used by client.
Ability to accurately interpret technical manuals and references that outline the proper application of database administration tools and advanced techniques.
Ability to communicate accurately and effectively with peers, Systems Programming, Systems Development, technical management, customer areas, and solution vendors.
Ability to instruct non-SR database administrator associates on advanced techniques of database administration.
Ability to provide customers with expert direction on the most efficient methods of data access and manipulation.
History of taking ownership of problems and providing expert resolution.
Ability to independently handle complex database administration tasks and problems.
Ability to research and resolve database issues through the use of available tools and resources (as an individual and as part of a group effort).
Continuing education through technical training.
Excellent customer service.
Ability to identify, and act on, opportunities to ""add value"" to database administration.
Ability to provide appropriate status reporting on projects and tasks.
Ability to quickly and accurately identify/correct problems with database systems.

",NA,Computer Hardware,"Birmingham, AL",NA,Database Administrator
80,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 04380-0010392426Classification: Database DeveloperCompensation: DOEDBA/Dev who wants to go into DevOps 6 month CTH Irving, Texas, 75039 Process: Phone Screen > Face to Face Interview Environment: SQL Server 2012 Deployments every 2 weeks This Irving client is looking for passionate DBA with development experience or a Back End Developer who is interested in moving into Devops! For more information or to be considered for the opportunity, please reach out with your updated resume! [Click Here to Email Your Resumé]

Job Description:  They are looking for a DBA with development skills or a developer who is looking to get into DevOps  1-2 years of experience- with previous experience in development  Deployments of SQL- Managing logins, creations of ETL jobs for automation  Balance loads when transferring between active and passive web servers  Working with Active Directory and IIS  Understand configurations, understand code repositories (subversion, git, bitbucket)  Run queries and understand development  Deployments every 2 weeks- taking .net applications and then deploying and hosting in IIS  Tools for CI/CD (currently using Jenkins) For more information or to be considered for the opportunity, please reach out with your updated resume! [Click Here to Email Your Resumé]Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",1-2 years,"Computer Hardware, Computer Software","Irving, TX 75039",NA,Database Administrator
81,Information Technology,Bayside Solutions,"
SQL Server DBA Location: Dublin, CADirect HireJoin USBayside Solutions is an industry-leading provider of staff augmentation and consulting services. Since 2001, we've built our company around a single concept - relationships. We focus on the people we serve. We're straightforward, consistent and 100% accountable. We deliver intelligent solutions that help our clients and candidates thrive.About Our ClientOur client has been on bringing our customers a constant stream of high quality department and specialty store brands. They are the nation's largest and oldest off-price retail chain The RoleThe SQL Server DBA will analyze project requirements and design solutions to ensure that databases are functionally appropriate, technically valid, and well-integrated in accordance with the business user requirements, methods and standards throughout the project life cycle.The SQL Server DBA will work to drive infrastructure development, and also serve as a Subject Matter Expert (SME).Responsibilities
Research, evaluate, develop and implement SQL Server Database Engineering designs and standards following industry.
Ensure that current and planned technical solutions are compatible with the company's business needs and strategic objectives.
Work with the other IT organizations to design, develop, and implement Enterprise SQL Server Databases in support of development, test, and production environments
Provide technical expertise and assistance to other IT and Business groups
Required Skills
Bachelor degree preferred, or equivalent combination of education and relevant experience
Microsoft certification or equivalent (MCTS, MCITP and/or MVP) with 3-5 years demonstrated relevant experience in current/recent SQL Server Database versions 2012 and 2016
3 years of experience in system design, implementation and Level 3 support activities 
Strong technical working knowledge and hands-on experience with server hardware and operating systems, including Active Directory
Prior experience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools. Knowledge of/experience with High Availability (HA) and Disaster Recovery (DR) options for SQL Server


Knowledge of DBA experience with Oracle and/or MySQL is a plus
Ability to work independently and creatively to problem solve complex technical issues

",3-5 years,Retail,"2535 Whitehorse WayDublin, CA 94568","$0.00 - $1,000.00 /Year",Database Administrator
82,"Information Technology, Marketing, Other",The Intersect Group,"
MySQL Database AdministratorWho's our Client? 
Technology Driven Sales and Digital Marketing company that focuses on solving complex business problems for their respective clients.
$1 Billion-dollar organization with aggressive growth through numerous acquisitions of smaller firms and brands to create a market in Sales, SEO, Data Analytics, and more.
Why work there? 
Technology driven company that provides every employee the opportunity to work on the newest technologies.
Company is considered a top Workplace in the Charlotte market due in part to a tremendous culture, opportunities for growth and continuous learning, and great work perks that will make you want to never go home!
The Job Itself!
Collaborate with Software Engineers and business professionals to design schemas, optimize queries, and work on large scale database design and deployment.
Person will be sole mySQL DBA responsible for designing and supporting several hundred servers that support numerous applications within the organization.
Work alongside DBA manager on project related work in design and deployment.
 How You Would Qualify?
Experience in MySQL Server Database Administration
Strong experience in MySQL, database structures, theories, principals & optimization
Experience designing, performance tuning databases, queries, and ETL process is a plus
Working knowledge of SQL
Working knowledge of AWS Technologies would be a big plus.
Interested candidates please send resume in Word format Please reference job code 61703 when responding to this ad.
",NA,"Internet - ECommerce, Other Great Industries, Sales - Marketing","Charlotte, NC",NA,Database Administrator
83,Information Technology,NA,"
Our client is one of the top performing logistics company in North America with one of the best TMS platforms in the industry! This is a privately owned organization that has built its success on collaboration and lasting relationships.  They have integrated the latest and greatest technology to maximize company efficiency and target the brightest professionals to join their team. This is an opportunity to be a part of growing organization and to build upon your skillset.


We are looking for a senior DBA with a robust background in MS SQL to join a tight-knit IT team. You will report into the DBA Lead and work hand in hand with the Sr. VP of Growth and Innovation. The DBA will work closely with various teams within the organization and be responsible for administration, support, and day-day troubleshooting of a multi-database environment. This is an agile shop that appreciates individuals with a can-do attitude. You will be given all the tools to be successful- your future is in your hands! 


What are we looking for?

Several years’ experience in MS SQL Server database administration
Strong knowledge of MS SQL Server database administration in Windows and virtual environments
Familiar working with MySQL/NoSQL 
AWS Database knowledge 
Possess knowledge of performing detailed performance analysis and resource utilization of systems
Experience with backups, restores and recovery models
Knowledge of High Availability (HA) and Disaster Recovery (DR) options for SQL Server
Experience working with Windows server, including Active Directory
Excellent troubleshooting and performance tuning skills
Ability to work collaboratively across organizational lines
Ability to convey information clearly and effectively through both formal and informal documents
Organize information, manage tasks and use available tools to effectively contribute to a team and the organization
Perform system analysis and create reports to display trends and overall statistics based on data
Operational automation using scripts
Knowledge of snowflake (a plus)

",NA,Transportation,"AnywhereChicago, IL 60606",NA,Database Administrator
84,Information Technology,LiquidHub,"
Qualifications: 
Minimum of 5+ years of  Oracle DBA experience. 
Minimum of 1+ years GoldenGate experience.
Oracle certifications a plus. 


Required Skill Sets: 

Strong background in Linux/Unix Administration 
Strong scripting experience in BASH or Python. 
Familiarity with Administering Linux based systems 

Expertise with Oracle 11g and 12c databases. 
Familiarity with RMAN backup and restore functionality. 
Competence with Oracle Enterprise Manager administration. 
Experienced with GoldenGate 12c installation and configuration. 
Creation of GoldenGate parameter files for data transformation. 
Experience with GoldenGate Integrated data capture for Oracle. 
Familiar with GoldenGate Data Conflict Avoidance techniques. 
Ability to configure the automation of GoldenGate through O/S scripts. 
Experience with GoldenGate configuration in an Oracle RAC environment. 
Familiarity with Active-Active and Multi-Master GoldenGate configurations. 
Ability to diagnose and understand GoldenGate errors and replication failures. 
Competence with PL/SQL scripting and debugging. 
Proficiency with UNIX/Linux operating systems and shell scripting. 
Strong written and verbal skills with a focus on customer service. 
Ability to work in virtual teams and independently when required.
",5+ years,Banking - Financial Services,"500 East Swedesford RoadWayne, PA 19087",NA,Database Administrator
85,Information Technology,Vaco Technology,"
Database administration experts-are you ready to grow your career by applying your database expertise to more complex projects with some of the nation's top companies? Let Vaco serve as your advocate in presenting you to clients who are looking for Database Administrators. Our recruiting staff gives you an advantage over your competition by promoting your strengths and assets directly to hiring managers while helping you to be more prepared for your interviews.From keeping you up to date on market trends and industry expectations to providing you with valuable insight into the company culture, compensation expectations, and growth opportunities of specific clients, Vaco will give you the edge you need in today's highly competitive job marketplace. If you are passionate about database administration and are ready for a rewarding new challenge, let Vaco help you to make it happen. Apply today!As a Database Administrator, you will be responsible for developing and managing system databases as well as for database oversight within technical architecture and organizational initiatives.Your daily duties and responsibilities in this role will generally include:
Designing database schemas, building tables, writing store procedures and working with the application development team
Understanding, implementing, documenting and maintaining database roles and security
Utilizing expertise in data management and data processing techniques
Developing SQL queries and ad-hoc reports as needed
Providing expertise on SQL clustering and replication
Utilizing SQL Server Integration Services (SSIS), SQL Server Reporting Services(SSRS) and SQL Server Analysis Services (SSAS)
MUST HAVE EXPERIENCE: SQL, MySQL, AlwaysOn 


As a Database Administrator, you must be highly technical, analytical and critical thinker. You need to be capable of working proficiently at both strategic and tactical aspects of a project. It is also important that you have excellent verbal and written communication skills and the ability to interact professionally and effectively with all levels of staff.Specific qualifications for the role include: • Bachelor's degree or Master's degree in Information Systems or in a related field working with advanced level systems and software integration concepts or equivalent work experience• Minimum 3 years of experience in a DBA role• 3-5 years' experience of Microsoft SQL Server and other similar technologies• Minimum 3 years' experience with relational database modeling• Experience with SQL clustering and replication• Familiarity with SQL Server Integration Services (SSIS), SQL Server Reporting Services(SSRS) and SQL Server Analysis Services (SSAS)• MUST HAVE EXPERIENCE: SQL, MySQL, and AlwaysOn
",3 years,Accounting - Finance,"Raleigh, NC",NA,Database Administrator
86,Information Technology,"Diverse Systems Group, LLC","

SQL DBA Responsibilities



Installation, Administration and Maintenance of
SQL Server Instances and its tools and any other tools that access the SQL
databases. 


Setup Test, Dev, Staging and Production
Environments. 


Create Users and assign permissions based on the
level of database access the user would need. (Security)


Create Linked Servers to SQL Servers and other
databases such as Oracle, Access, Informix etc. 


Design database Backup and Restoration Strategy.



Once created the database Backups, monitor those
backups are being performed regularly. 


From time to time recover the databases to a
specific point of time, as per the requests.


Setup High-Availability as part Disaster
Recovery Strategy for the Databases. 


Troubleshoot various problems that arise in a
day-to-day work and fix the issues. 


Monitoring and Performance Tuning; Physical
Server Level, Database level (Database settings and options) and query tuning. 


Documenting major changes to the SQL Servers. 


Apply Service Packs. 


Maintain STIG Compliance


Perform monthly security audits on all logins
and users connecting to SQL Server.


 

Oracle DBA Responsibilities



Installation, Administration and Maintenance of Oracle instances and its tools and any other tools that access the Oracle databases. 


 


Creates and maintains all databases required for development, testing, 


education and production usage.
 


Performs the capacity planning required to create and maintain the 


databases. 
 


Performs ongoing tuning of the database instances.


 


Plans and implements backup and recovery of the Oracle database.


 


Controls migrations of programs, database changes, reference data changes 


and menu changes through the development life cycle.
 


Implements and enforces security for all of the Oracle Databases. 


 


Performs database re-organizations as required to assist performance and 


ensure maximum uptime of the database.
 


Puts standards in place to ensure that all application design and code is 


produced with proper integrity, security and performance. The DBA will perform
reviews on the design and code frequently to ensure the site standards are 
being adhered to.
 


Evaluates releases of Oracle and its tools, and third party products to 


ensure that the site is running the products that are most appropriate. 
Planning is also performed by the DBA, along with the application developers 
and System administrators, to ensure that any new product usage or release 
upgrade takes place with minimal impact.
 


Provides technical support to application development teams. This is 


usually in the form of a help desk. The DBA is usually the point of contact 
with the Oracle Corporation. 
 


Enforces and maintains database constraints to ensure integrity of the 


database.
 


Administers all database objects, including tables, clusters, indexes, 


views, sequences, packages and procedures. 
 


Assists with impact analysis of any changes made to the database objects.


 


Troubleshoots with  problems regarding the databases, applications and 


development tools.
 


Create new database users as required.


 


Manage sharing of resources amongst applications.


 


The DBA has ultimate responsibility for the physical database design. 


 


Applies all required patches


 


Documenting changes to the environment.


 


Perform monthly security audits on all logins
and users connecting to Oracle Servers.




Maintain STIG Compliance



The DBA should posses the following skills 
(1) A good knowledge of the operating system(s) (
2) A good knowledge of physical database design 
(3) Ability to monitor database and operating system performance and make the necessary adjustments. 
(4) Be able to provide a strategic database direction for the organization. 
(5) Excellent knowledge of backup and recovery scenarios. 
(6) Good skills in all Oracle\SQL tools. 
(7) A good knowledge of Oracle\SQL security management. 
(8) A good knowledge of how Oracle\SQL acquires and manages resources. 
(9) Sound knowledge of the applications at your site. 
(10) Experience and knowledge in migrating code, database changes, data and menus through the various stages of the development life cycle. 
(11) A good knowledge of the way Oracle\SQL enforces data integrity. 
(12) A sound knowledge of both database and program code performance tuning. 
(13) A DBA should possess a sound understanding of the business. 
(14) A DBA should have sound communication skills with management, development teams, vendors, systems administrators and other related service providers.

 
",NA,Defense - Aerospace,"Bethesda, MD","$0.00 - $83,000.00 /Year",Database Administrator
87,Information Technology,SkillStorm Commercial Services LLC,"
SkillStorm is seeking a Teradata DBA for one of our clients in Charlotte, NC.  Job Description:  We are looking for a senior DBA with more than 7-10 years experience including Teradata V12 or higher.   Support multiple Teradata systems including independent marts, development/UAT, disaster recovery, and the enterprise warehouse.  Manage/Monitor system performance, including workload management and throttling in TASM, query performance and tuning, physical node behavior, and amp distribution.  Consult on physical database implementations, PPI, skew analysis, join methods, and data access paths.  Work with Teradata GSC in resolving RDBMS related incidents.  Implement and administer access policies in conjunction with corporate standards.  Support Mainframe administrative functions including archive and job scheduling.  Manage, design, support, and consult on practices of storage management, archive, restore, and disaster recovery.   Required Skills:   Advanced working knowledge of Teradata RDBMS at both physical and logical levels. Advanced working knowledge of Teradata suite of tools: TDWM, BTEQ, ARCMAIN, TPT, FASTOAD, MLOAD, TPUMP, DBQL, PDCR. Working knowledge of Mainframe interfaces and execution: TDP, JCL, TSO, ISPF, FICON, NDM. Working knowledge of Viewpoint and Teradata Data Mover. Ability to work with minimal supervision, with general guidance from other Senior DBAs and managers.    
Desired Skills:   Familiar with Teradata Systems setup, GDO, DBS Control, Multitool, Teradata BAR technology and DSA, Taraserver, NPARC. Replication technologies, Golden Gate. Understanding of LUX operating systems.  Familiar with KSH, BASH, and PERL scripting. Familiar with REXX scripting. 
",NA,Computer Software,"Charlotte, NC",NA,Database Administrator
88,Information Technology,GDH,"
Database Administrator - IV ( Wireless IT)** Oracle/PostgreSQL database administration + AWS cloud **  With hands on work experience in Oracle to PostgreSQL migration.   Sr. ""Oracle / SQL-server database"" engineering with hands on experience.   Experience on UNIX with minimum 8-10 years working experience in all areas of database Administration: performance tuning, data-pump, backup/recovery, KSH programming, PLSQL, init parameters, replication methods.  Expertise in Oracle 12c RAC, Performance tuning/troubleshooting skills and experience with VLDB's.   ** Technology **  - Oracle RAC/ASM. SQL-server, Data-replication tools - Shareplex & Golden-Gate   - Cloud foundry, Wide experience in infrastructure layout, provisioning. Extensive experience in Amazon AWS cloud infrastructure with particular reference to provisioning, security, and management. Design AWS infrastructure to move local applications to public & private cloud. Design complex solutions which integrate AWS cloud, on premise physical and Virtual server, EC2, S3 storage, networking and security. Conduct systems design, feasibility and cost studies and recommend cost-effective cloud solutions  - Develop standardized AMI images and Cloud formation automation scripts for building non-prod and prod environments on AWS  - Design, deploy and support highly available and scalable distributed Cassandra (Datastax OR Apache) database solutions for high transactions mission critical applications.  - Develop data models and perform planning of architecture, functions, modules, recovery, standards and implementation  - Installations, configurations and monitoring DataStax Enterprise cluster and/or open source cassandra cluster  - Maintain and develop data models, structures, and procedures to ensure the integrity and performance of database components  - Work with internal and external customers to develop new value-added programs and data solutions with existing data warehouse structure  - Analyzes and determines information needs and elements, data relationships and attributes, data flow and storage requirements, and data output and reporting capabilities  - Research and evaluate alternatives and recommend solutions for business issues  - Create ad-hoc reports utilizing various data sources  - Maintain current knowledge of relevant technologies  - Participates in continuous improvement efforts in enhancing performance and providing increased functionality  - 24*7 on-call operations for mission critical application.   Bachelors Degree in Computer Science or a related technical discipline, or the equivalent combination of education, technical training, or work experienceInterested candidates please send resume in Word format to [Click Here to Email Your Resumé] Please reference job code 50802 when responding to this ad.GDH Consulting, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetic information, veteran's status or any other category protected by law. In addition to federal law requirements, GDH Consulting, Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities and/or employees. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, benefits and training.

Experience on UNIX with minimum 8-10 years working experience in all areas of database Administration: performance tuning, data-pump, backup/recovery, KSH programming, PLSQL, init parameters, replication methods. Expertise in Oracle 12c RAC, Performance tuning/troubleshooting skills and experience with VLDB's. •* Technology ** • Oracle RAC/ASM. SQL-server, Data-replication tools - Shareplex & Golden-Gate • Cloud foundry, Wide experience in infrastructure layout, provisioning. Extensive experience in Amazon AWS cloud infrastructure with particular reference to provisioning, security, and management. Design AWS infrastructure to move local applications to public & private cloud. Design complex solutions which integrate AWS cloud, on premise physical and Virtual server, EC2, S3 storage, networking and security. Conduct systems design, feasibility and cost studies and recommend cost-effective cloud solutions • Develop standardized AMI images and Cloud formation automation scripts for building non-prod and prod environments on AWS • Design, deploy and support highly available and scalable distributed Cassandra (Datastax OR Apache) database solutions for high transactions mission critical applications. • Develop data models and perform planning of architecture, functions, modules, recovery, standards and implementation • Installations, configurations and monitoring DataStax Enterprise cluster and/or open source cassandra cluster • Maintain and develop data models, structures, and procedures to ensure the integrity and performance of database components • Work with internal and external customers to develop new value-added programs and data solutions with existing data warehouse structure • Analyzes and determines information needs and elements, data relationships and attributes, data flow and storage requirements, and data output and reporting capabilities • Research and evaluate alternatives and recommend solutions for business issues • Create ad-hoc reports utilizing various data sources • Maintain current knowledge of relevant technologies • Participates in continuous improvement efforts in enhancing performance and providing increased functionality • 24*7 on-call operations for mission critical application. Bachelors Degree in Computer Science or a related technical discipline, or the equivalent combination of education, technical training, or work experience
",NA,"Computer Hardware, Computer Software","Piscataway, NJ 08854",NA,Database Administrator
89,Information Technology,Infinity Consulting Solutions,"
Job Description - Senior SQL DBA
Senior SQL DBA

We have a client with their headquarters in the Bahamas. They are currently looking for a talented, driven Senior SQL DBA to join their IT team. This SQL DBA must have the ability to work independently in a fast paced and demanding environment. The Senior SQL DBA will be given the opportunity to think outside the box so our client is looking for someone passionate about learning and constantly looking for a better solution. The ideal SQL DBA will have experience working in a investment firm and/or furtures trading company. Again, this is a challenging and rewarding opportunity for someone passionate about data technology, extremely meticulous and detail orientated, with a drive for producing high-quality work in a hands-on role. Your primary goal shall be to improve the robustness and performance of the company's data infrastructure.

Key Responsibilities and Competencies

Take full ownership over database systems after a structured transition period involving existing DBA staff.
Provide expert guidance and SQL knowledge to developers when they are
designing data models and data access layers.
Exert control over direct access to database by developers, and be able to plan and implement a transition away from known anti-patterns.
Support Integration Testing in the Software Development Life Cycle.
Monitor, analyze daily operations, suggest and implement improvements.
Designing database architecture.
Planning and performing required backups and migrations.
Act as a mentor within the Data team
Actively take part in building a robust DataOps process.
Use industry-standard tools and techniques to monitor our data environment.
Build and maintain documentation on our data environment.
Work with existing DBA staff to manage and provide after-hours support for critical core business processes that interface with the database.

Skills, Experience & Qualifications

Post-secondary education in a technical discipline preferred.
7+ years in a database administrator role with MS SQL Server.
Experience with Hadoop and/or temporal databases would be an asset.
Domain knowledge of finance or trading would be a plus.
Good interpersonal skills.
Ability to work independently and within a team.
Excellent communication skills that facilitate teamwork and interaction with colleagues including strong stakeholder engagement.
Good organizational skills.
A strong drive for results and continual improvement.


",7+ years,Other Great Industries,"Nassau, NY 12123",NA,Database Administrator
