,category,company,details,experience,industry,location,salary,title
70,"Finance, Information Technology, Research",Eckhardt Trading Company,"
We are expanding our Algorithmic Futures Trading Research team. We are seeking an intelligent degreed person with excellent programming and communication skills to support our automated futures trading efforts.

We offer an informal but demanding environment where you will interact with the best minds in the futures business.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

The best candidate will also have experience in the following:
  Automated futures trading technology
  Flextrade and its API
  Futures data feeds
  Network, multi-threaded, and sockets programming
  Linux and Windows APIs
  Operating system installation and maintenance
  Server, desktop, and network hardware
  Excellent written and oral presentation skills

We are located in the southwest corner of the Chicago business district.

We do NOT accept third-party applications.

You must have three or more years of experience programming with C, C++, or FORTRAN on machines running Linux, *BSD or other UNIX, or OpenVMS. You must have a degree (Master's or PhD preferred) in one of the physical sciences, computer science, mathematics, statistics or engineering.

You must be a US citizen, a permanent resident, or hold an H-1B visa with 3 or more years remaining. We will not sponsor a candidate needing an H-1B visa.

",NA,Banking - Financial Services,"Chicago, IL",NA,ML Engineer
71,Engineering,HireStrong,"
Looking for top Engineering talent.

Essential Duties and Responsibilities:

Develop the project P&ID's and requisition all major equipment and coordinate all other deliverables
Generate the engineered Bill of Material specific to the project
Ensure the quality of technical work and the technical integrity, constructability, functionality, safe operation and reliability of designs
Coordinate and approve all design & drafting deliverables
Work with vendors to size and purchase the correct instrumentation for each package
Support the correct scheduling and monitor the progress of vendor drawings and equipment
Manage, convey and control information to and from each customer
Act as technical interface with shop personnel for all assigned items
Troubleshoot any issues during manufacturing, installation, start up and field issues that may arise
Create monthly budget analysis and other administrative documents for each job
Maintain a strong, personal commitment to the company safety culture
Work as part of a multi-disciplinary team in a lead technical role (non-supervisory)

Qualifications:

Bachelor's degree in the Engineering Field is required
3+ years of experience working as a Project Engineer for equipment packaging is required.
7+ years of experience in Application Engineering, Project Engineering or Project Management working with Oil & Gas related rotating equipment preferred
Experience with packaging design, skid design, ASME VIII pressure vessel design
Must be detail oriented and able to handle multiple priorities and deadlines

",3+ years,Oil Refining - Petroleum - Drilling,"Houston, TX","$60,000.00 - $150,000.00 /Year",ML Engineer
72,Information Technology,Brooksource,"
Senior Software EngineerNew York, NYContract-to-Hire$70-75/hr DOE w/ $150K conversion + benefits  A rare opportunity for a Senior Back End Software Developer to join a growing machine learning and big data analytics organization has become available in the Greater NY Area. This is an excellent opportunity to work on exciting projects that are vital to the company's expansion.  As a Senior Developer you will work with engineering leadership to design, develop and maintain software required to meet Aliya's business objectives. You'll work across a broad spectrum of systems from micro-services to distributed data analytics and cluster computing as is required to fulfil business requirements. The culture is technology-drive, high-energy and entrepreneurial. We have an open office environment that encourages interaction, communication, and collaboration.   GENERAL RESPONSIBILITIES  ● Work with client architect/senior developers to do high level/low level design/architecture.  ● Coding and implementation using best practices to produce high performing/scalable/secured modules.  ● Unit Testing/Integration Testing.  ● Building and enhancing our core API, user interfaces, and backend processing systems via new greenfield development and supporting legacy systems  ● Integrating with existing corporate and partner applications which span multiple languages and frameworks  ● Developing high performance and reusable software with excellent test coverage  ● Participate in the design of our core products  ● Evaluating existing and new technologies and ensuring our applications utilize industry best practices  ● Supporting the operations team in order to provide the best uptime and service quality  REQUIREMENTS  ● 8+ years of experience in developing backend systems  ● A track record of success with developing modern APIs  ● Strong software engineering fundamentals, including data structures, design patterns, testing, and debugging skills  ● Java 8, Java, Core Java, J2EE  ● Deep understanding of databases design (relational and NoSQL)  ● Experience designing and deploying RESTful API's  ● Knowledge of service-oriented architecture using microservices  ● Experience with building highly available systems  ● Experience with continuous integration and automated build tools such as CircleCI, Jenkins and Buddy Build  ● Good understanding of application security and familiarity with PCI compliance  ● Ability to rapidly learn new languages, frameworks, and tools  ● Experience designing and building system architectures consisting of many interconnected services/applications  ● Experience with SQL databases (preferably PostgreSQL) including the ability to manage indexes and write efficient queries  ● Proficiency with Git, Jenkins  ● Some familiarity with virtualization/containerization software such as Docker  ● Very good communication, problem solving Eight Eleven Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",8+ years,Banking - Financial Services,"New York, NY",$70.00 - $75.00 /Hour,ML Engineer
73,Engineering,NA,"
Looking for top Engineering talent.

Essential Duties and Responsibilities:

Develop the project P&ID's and requisition all major equipment and coordinate all other deliverables
Generate the engineered Bill of Material specific to the project
Ensure the quality of technical work and the technical integrity, constructability, functionality, safe operation and reliability of designs
Coordinate and approve all design & drafting deliverables
Work with vendors to size and purchase the correct instrumentation for each package
Support the correct scheduling and monitor the progress of vendor drawings and equipment
Manage, convey and control information to and from each customer
Act as technical interface with shop personnel for all assigned items
Troubleshoot any issues during manufacturing, installation, start up and field issues that may arise
Create monthly budget analysis and other administrative documents for each job
Maintain a strong, personal commitment to the company safety culture
Work as part of a multi-disciplinary team in a lead technical role (non-supervisory)

Qualifications:

Bachelor's degree in the Engineering Field is required
3+ years of experience working as a Project Engineer for equipment packaging is required.
7+ years of experience in Application Engineering, Project Engineering or Project Management working with Oil & Gas related rotating equipment preferred
Experience with packaging design, skid design, ASME VIII pressure vessel design
Must be detail oriented and able to handle multiple priorities and deadlines

",3+ years,Oil Refining - Petroleum - Drilling,"Denver, CO",NA,ML Engineer
74,Engineering,Yoh,"
Project Engineer needed for a Direct Hire opportunity with Yoh's client located in Kansas City, MO.The Big Picture - Top Skills You Should Possess:
Strong communicator
Ability to thrive in a fast paced and demanding environment
Has a strong passion for what you do
What You'll Be Doing:
Will assist Project Managers in the execution of projects by creating layout drawings, performing 3D scanning and updating PIDs.
Produce and maintain 3D layouts containing complete project equipment overview.
Perform 3D scans at customers' sites.
Make and update PIDs.
Specify equipment including documentation and parts lists for engineering centers and PMs.
Follow up with design and engineering departments including verification of equipment.
Provides support during commissioning of projects.
Contacts customers and suppliers in agreement with PMs.
What You Need to Bring to the Table:
A Bachelor's Degree in engineering field of study or equivalent business experience years.
Five years' experience in engineering field.
Proficient in AutoCad Inventor.
An ability and willingness to travel as needed.
What are you waiting for? Apply Now! Recruiter:  Tim McClayYoh makes finding and applying for jobs simple. Partner with Yoh to find the right opportunities across multiple industries in the US and UK. Find out more here!Yoh, a Day & Zimmermann company, is an Equal Opportunity Employer, M/F/D/V. Click here to contact us if you are an individual with a disability and require accommodation in the application process.CB1
",NA,Manufacturing,"Weatherby Lake, MO 64152","$95,000.00 /Year",ML Engineer
75,Information Technology,DISYS,"
Position : Java Developer III 
Location : McLean, Virginia
Duration: 5+ Months 
 
JOB DESCRIPTION
Responsibilities:
 
·        Designs, develops, and implements web-based Java applications to support business requirements.
·        Follows approved life cycle methodologies, creates design documents and performs program coding and testing.
·        Resolves technical issues through debugging, research, and investigation.
·        Relies on experience and judgment to plan and accomplish goals.
·        Performs a variety of tasks.
·        Typically reports to a supervisor or manager.
 





Skill Requirements:
·        At least 8 Years’ experience in Application development
·        At least 6 Years’ experience in Java, J2EE, Spring, JMS and Java related build and deployment tools, Python, Scala, or R for large scale data analysis
·        At least 2 Year experience working with Big Data Technologies such as Apache Storm, Apache Spark and Kafka.
·        2+ years of experience in Cloud Technologies such as Amazon Web Services.
·        Basic knowledge within Memory Data Grid solutions such as Apache Geode or Hazelcast.
·        Basic knowledge with rules engines such as Drools
·        4+ years' experience with Relational Database Systems and SQL (PostgreSQL or Redshift)
·        4+ years of UNIX/Linux experience
·        2+ years of Agile engineering experience
·        1+ years of experience in leveraging supervised machine learning libraries
·        Good understanding of CAP Theorem and experience in addressing NFR constraints
·        Experience in developing large and complex event processing architecture
·        Experience in developing High Volume Transaction Processing Solutions that can be scaled for millions of daily transactions
 
pr Preferring either US Citizen or GC or GC-EAD or TN-permit or H4 EAD on W2 basis.








",8 Years,"Computer Hardware, Accounting - Finance","McLean, VA",NA,ML Engineer
76,"Engineering, Manufacturing, Automotive",Confidential,"
An international company with a facility in Plymouth, MI area is currently seeking several Project Engineers for Direct Hire opportunities with their growing team.  These are exciting opportunities for Project Engineer looking for a company that offers excellent growth, management, development, training, excellent benefits, and competitive rates.

Project Engineer rates are anticipated to be $78,000- $87,000 based on each candidates experience and education.  All well qualified candidates will be considered regardless of pay rate. Candidates will also be bonus eligible based on company and personal performance. We offer excellent benefits including great medical, dental, 401k, and tuition reimbursement.

Qualified Project Engineer will have most, if not all, of the following skills and experience:


1-3+ years of recent / relevant experience with transmission testing, development and validation
1+ years of recent/ relevant experience with NVH and hardware performance
Must have experience with disability and inspections of transmissions
Must be able to travel 20% with some international travel
A BS / Assoc. degree in Engineering is a benefit but not essential, equivalent transmission experience will be strongly considered.
Must be able to work in the United States
Must be able to complete standard pre-hire checks including background, drug screen, references, etc.

",1-3+ years,"Automotive - Motor Vehicles - Parts, Manufacturing, Industrial","Plymouth, MI 48170","$78,000.00 - $87,000.00 /Year",ML Engineer
77,Information Technology,Large Financial Client,"
Join a talented team, reporting to the SVP of Data, while building AI and ML for a financial solutions company in the Loop. We're engaged with the hiring team and this is a high visibility and high impact position. All applications treated with complete confidentiality.

Senior Data Scientist - EmployeeChicago IL | $150K-$170K + Benefits (Bonus Eligible)Keys To Hire: Minimum 2 Years in ML, Deep Learning Algorithms and Models, Python (Tensorflow, Keras, MXNet, Pandas and Numpy)Preferred: Advanced Degree in Statistics OR Economics


KEY RESPONSIBILITIES:

Responsible for information technology activities that may include one or more of the following areas: systems analysis and development, programming, governance, database design or IT engineering. 
Under a broad corporate plan, develops policies, procedures, technical standards, methods, and schedules. 
Oversees the strategic relationship between information technology and other functions within the organization. 
Maintains the organization's awareness of developments in information technology and computer hardware and software for the formulation of long- and short-range plans for the acquisition and implementation of new equipment and techniques. 
Reports to management on information technology plans, projects, performance and related matters. 
Directs and provides functional direction to IT managers.



QUALIFICATIONS (MOST APPLY):

Bachelors degree in statistics, economics, engineering or similar field, Masters or PhD preferred
6+ years in application development with a minimum of 2 years in ML
Hands on experience building and training deep learning algorithms and models.
Natural Language Processing (NLP) is a plus
Two plus years of proficient experience in Python (TensorFlow, Keras or MXNet, pandas, and numpy)
Experience with CNN and RNN architecture
Azure Services (Web Apps, SQL, Cosmos)
Agile processes
Thorough understanding of the responsibilities of the platform, database, API, caching layer, proxies, and other web services used in the system
Writing non-blocking code, and resorting to advanced techniques such as multi-threading, when needed

",2 Years,Computer Software,"Chicago, IL","$150,000.00 - $170,000.00 /Year",ML Engineer
78,"Facilities, Manufacturing, Engineering","Specialized Career Search, Inc.","
The Company
Global building materials company providing high quality products and reliable service to customer and communities in more than 50 countries throughout the world.

Summary
The Reliability Engineer will support planning of major and specialized maintenance jobs. The Reliability Engineer will develop and execute preventive, predictive and corrective maintenance activity programs, and provide technical support to maintenance and operations functions in continuous improvement activities.

The Responsibilities of the Reliability Engineer

The Reliability Engineer will develop and propose preventive, predictive and autonomous maintenance plans that equipment require from their start-up and throughout their life cycle
The Reliability Engineer will suggest specific activities for inspection, lubrication, cleaning and change of parts to equipment, based on recommendations from the manufacturer, the supplier and from the own experience of the personnel in plant
The Reliability Engineer will provide technical support and follow-up to major and highly specialized maintenance jobs.
The Reliability Engineer will assure that all maintenance and operating tasks in the plant are scheduled and planned as specified, following up the quality of jobs.
The Reliability Engineer will plan major shutdown work requests with a high degree of specialization, regarding instructions, human resources estimates, materials, special tools and estimated duration of the job.







Bachelor’s in Mechanical Engineering or equivalent
1 to 3 years of experience in heavy industrial/heavy manufacturing maintenance preferred








",1 to 3 years,"Industrial, Manufacturing, Building Materials","Knoxville, TN",NA,ML Engineer
79,Information Technology,Bartech Group,"
Job Description Location: Alpharetta, Georgia 30022 Pay Rate: $68.00 per hour  if you are an experienced AWS / DevOps Engineer looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some over the nation’s biggest companies. Our client has a need for an AWS / DevOps Engineer. This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!     AWS / DevOps Engineer         Job Responsibilities Your specific duties as an AWS / DevOps Engineer will include:  This position is to support My Business transformation project with initiatives on DevOps Automation and Cloud Adoption Broad technical background in the server, storage, network, virtualization, AWS cloud, and DevOps areas. Hands-On Experience creating Jenkins pipelines, SonarQube, Jacoco for CICD.  Hands-On Experience with Pivotal cloud foundry, AWS -Cloud and hands-on with Cloud migration. Experience with SCM/Documentation/Project Management systems such as GitHub/GitLab/Stash/Accurev, JIRA, and Confluence Experience with Build Tools Maven, Gradle, Ant WebLogic/Tomcat App container knowledge is a must. Relevant experience with Microservices, Netflix OSS, and RESTful web services Experience designing and implementing container orchestration systems with Docker Container, Kubernetes. Experience with scripting using Shell, Ansible, python Experience with Active Directory/LDAP integration of Linux servers Experience with log management systems such as Splunk or ELK Sharp analytical, problem solving, and creative thinking skills. Expert troubleshooting, debugging, and solution design and implementation skills    AWS / DevOps Engineer Job Requirements As an AWS / DevOps Engineer you must represent our company well by being responsible, punctual and motivated to go above and beyond the call of duty. You must also be highly detail-oriented and organized with excellent analytic and problem-solving abilities. It is also important that you display excellent verbal and written communication and interpersonal skills.  Extensive experience designing large-scale distributed systems with a deep understanding of design impacts on performance, reliability, operations, and security. Extensive experience troubleshooting, debugging, and performance tuning at all levels (OS, network, application, database, and network) within large scale distributed systems Extensive experience in shell scripting/programming skills, systems provisioning, automation, and configuration management tools Excellent relationship and partnership building skills with customers, vendors, peers, and upper management, within and across organizational boundaries Highly energetic focus on constant learning  AWS / DevOps Engineer  As an AWS / DevOps Engineer with Bartech, you will be working through an established and respected staffing organization with 40 years of serving as a trusted partner to our client companies. We are dedicated to providing our talent with personal, responsive attention, and will assign an employee care representative to answer any questions or concerns that you might have. Depending upon the client, the assignment and your performance, you can find potential opportunities for direct employment. Your hard work and professional dedication will be rewarded with competitive compensation, including benefits. Available benefits for AWS / DevOps Engineer Position may include (but are not limited to):  Exceptional medical, dental, and vision 401(k) Paid time off, including holidays                                                     Make the most of your experience! Apply now!  Applicant must be eligible to work in the US for immediate opening. Keywords:                                                                                
",NA,Telecommunications,"Alpharetta, GA 30022",$68.00 /Hour,ML Engineer
80,Information Technology,Frank Recruitment Group,"
Senior Data Scientist - NYC - $150k   One of FRG's top startups in NYC that has a focus on Big Data is looking to hire a Senior Data Engineer. This company has rapid growth potential and is looking to double in size by the end of the year.The company is looking for individuals that have a strong Python, Scala, or Java coding background, as well as experience working with Data sets or Data warehousing tools like AWS Redshift. Senior Data Scientist - NYC - $150k   Required Experience & Qualifications:
Experience working with Big data/Hadoop technologies (Spark, Pig, Hive, etc.).
Proven experience having worked on Azure and/or AWS Cloud Platform in production.
Experience with AWS Redshift, EMR, EC2, S3, is a plus.
Experience with Java, Scala, and Python
Understanding of Machine Learning
Experience with Data Science
 Benefits & Bonus
Competitive base and bonus
Full medical/health insurance
Opportunity to work with the newest technology in the industry
Remote capabilities
Free lunches everyday
Metro pass
  If you or someone you know is interested in this position, please send your resume directly to [Click Here to Email Your Resumé] or call 212-731-8282. My client is looking to start the interview process as soon as possible.  FRG Consulting is a leader in Niche IT Recruitment with a focus on cloud technologies including Azure & AWS, as well as Big Data, Data Science and BI. We deal with both Microsoft Partners, AWS partners & End Users throughout North America. We have open positions and relationships with some of the top partners and end users throughout the US and offer some excellent opportunities in the BI, Big data space.  I understand the need for discretion and would welcome the opportunity to speak to any Big Data and cloud analytics candidates that are considering a new career or job either now or in the future. Confidentiality is of the upmost importance. For more information on available BI jobs, as well as the Business Intelligence, Big data and cloud market, I can be contacted at 212-731-8282. Please see www.frgconsulting.com for more information.   Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark / MS Azure / Amazon Web Services / AWS / EMR / RDS/ Redshift / S3 / EC2 / Lambda / Glue / Data Pipeline / Kafka / Power BI / Data Lake / Data Lake Analytics / Azure IoT Hubs / BLOB Storage / HDInsight / Data Factory / Machine Learning / SQL Data Warehouse / Steam Analytics / Ruby / DynamoDB / Kinesis

Big Data / Data Science / Hadoop / Microsoft Business Intelligence / BI / Business Intelligence / SSRS / SSAS / SSIS / SQL / T-SQL / MDX / Azure / Cloud / AWS / Data Warehouse / ETL / Power BI / Architect / Big Data / Hadoop / Scala / Python / Apache / Hive / Spark / MS Azure / Amazon Web Services / AWS / EMR / RDS/ Redshift / S3 / EC2 / Lambda / Glue / Data Pipeline / Kafka / Power BI / Data Lake / Data Lake Analytics / Azure IoT Hubs / BLOB Storage / HDInsight / Data Factory / Machine Learning / SQL Data Warehouse / Steam Analytics / Ruby / DynamoDB / Kinesis
",NA,Computer Software,"New York, NY","$120,000.00 - $150,000.00 /Year",ML Engineer
81,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 04210-0010380567Classification: WebmasterCompensation: $90,000.00 to $110,000.00 per yearSmall, growing company looking for a Software Engineer (5+ years of experience) to develop internal Software and Tools working with large amount of Data. Prefer candidates that have a history of learning new technologies on the job. For direct application, email your resume to [Click Here to Email Your Resumé]

- PHP or Java - Scala - NodeJS - Ember/Handlebars - REST API's - AWS - Big Data - Machine LearningTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",5+ years,"Computer Hardware, Computer Software","Salt Lake City, UT 84106","$90,000.00 - $110,000.00 /Year",ML Engineer
82,"Engineering, Information Technology, Design",Robert Half Technology,"
Ref ID: 04510-0010320306Classification: Software EngineerCompensation: $110,000.00 to $130,000.00 per yearPython Developer  Bethesda, MD The Sr. Python Software Developer shall have extensive experience in software design, development and testing, program installations, and system implementations. The incumbent shall conduct research for, and maintain the computer systems and utilities for commercial and Government engagements. The incumbent shall have extensive experience to analyze customers' needs, design a quality proposal then develop these customized solutions to customer/user problems. Job Activities:  Develop applications that are performant and meet the requirements of the client.  Contribute to the analysis and development of the final product.  Providing tests for all code and logic created.  Schedule code reviews to review all code written and changes made.  Apply advanced technical principles, techniques, theories and concepts.  Contribute to the development of new principles and theories.  Support management and customers in answering questions on advanced technical research studies and applications.  Work on innovative and unusually complex technical problems to provide solutions.  Present design, concept, and architecture to internal and external audiences.

Required skills  Proficient in Python 2.7.x language and common libraries 2 Years  RESTful and SOAP web service implementations  Experience with Natural Language Processing  Experience with Machine Learning  Application servers/Web frameworks: Websphere, Bottle, Flask, Django, CherryPy  Unit Testing  Databases: SQL Server, DB2, Postgres, MongoDB  XML, XSL, XSD  Git Additional Desired skills:  C#, Java, JavaScript, HTML, CSS, Web design  Data Modeling, DDL  Server configuration  Technical Leadership  MS Visual Studio and VST Required education:  Bachelor's ** FOR IMMEDIATE CONSIDERATION PLEASE SEND YOUR MOST UPDATED RESUME DIRECTLY TO [Click Here to Email Your Resumé] **Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",2 Years,"Computer Hardware, Computer Software","Rockville, MD 20852","$110,000.00 - $130,000.00 /Year",ML Engineer
83,"Information Technology, Engineering, Professional Services",CyberCoders,"
This position is open as of 4/22/2018.Junior Software Engineer - C#, MVC, HTML5, WPF, SQL, WCFIf you are a Junior Software Engineer with an educational background in Computer Science (or related field), please read on!Located just off the Las Vegas Strip, we are an international manufacturing firm with close ties to the Casino / Gaming Industry. Our proprietary software and technology is used in slot machines and ATM's across the US. We are looking to expand our software engineering team and we have an immediate need top hire a full-time Software Engineer. This opening is for a Junior or Level I Engineer.What You Will Be DoingDesign, create, modify and improve software for our product lines. Design and develop new products, projects, and tools as well as sustaining legacy software. Be able to work independently and in a team environment.Design, develop, debug and test systems software.- Create, maintain and review engineering documentation.- Work with other Software Engineers to develop software.- Reports to and takes direction from Software Engineering Lead/Manager.What You Need for this Position- 2+ years of professional or university related software engineering experience- Experience developing software with two or more programming technologies. (C#, HTML5, WPF,MVC, WCF, SQL, Stored Procedures, Web Services)- Microsoft Visual Studio experience on the Windows Platform- Background in Object Oriented Programming (C/C++ preferred)- Basic understanding of software version control systems (Subversion, Mercurial)- Unit Testing & Debugging experience- Bachelor's Degree in Computer Science, Engineering, or related fieldWhat's In It for YouCompetitive Base Salary Excellent Benefits (Medical, Dental, Vision)401k ProgramPaid VacationExcellent Learning Opportunities!Team Oriented Environment!So, if you are a Software Engineer with a background in Object Oriented Programming, please apply today!Required SkillsC#, HTML5, WPF, MVC, WCF, SQL, Stored Procedures, Web Services, Visual Studio, Object-oriented ProgrammingIf you are a good fit for the Junior Software Engineer - C#, MVC, HTML5, WPF, SQL, WCF position, and have a background that includes:C#, HTML5, WPF, MVC, WCF, SQL, Stored Procedures, Web Services, Visual Studio, Object-oriented Programming and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

C#, HTML5, WPF, MVC, WCF, SQL, Stored Procedures, Web Services, Visual Studio, Object-oriented Programming
",2+ years,Computer Software,"Henderson, NV 89044","$50,000.00 - $60,000.00 /Year",ML Engineer
84,"Information Technology, Engineering, Professional Services",CyberCoders,"
This position is open as of 4/22/2018.Search Engineer - Solr, Lucene, Elastic SearchIf you are a Search Engineer with experience in development, please read on! -- For immediate consideration, email your resume to Please click the 'Apply Online' button to apply.Thank you! --Top Reasons to Work with UsBased in San Francisco, CA, we are disrupting education by transforming the way millions of students learn. Voted Glassdoor's ""One Of The Best Places To Work"" in 2015, our work here today will improve and shape education for future generations! We're just getting started, and you have the opportunity to play a big role in our future. We are looking for bright and energetic individuals who are passionate about technology and are looking to make a difference.As an employee here, you will be given the resources to be successful, and have a lot of ownership and autonomy. We foster a culture that is consistent with our mission and vision around continuous learning from and developing each other and our careers.What's In It for YouWe are willing to offer an excellent compensation package of $175k - $250k with unlimited PTO. Our PTO policy is simple, we don't have one. Our employees work with their manager to schedule time off and we don't track it. We also offer medical/dental/vision benefits, 401k with matching, tuition reimbursement, and a college loan reduction program. Also we have a fun working environment with a fully stocked kitchen, lunch on us every day, foosball, Ping Pong, Pool Table, Wii, and on site gym.What You Will Be Doing• Collaborate and innovate with Product, Design, Data Science and Platform teams to deliver the quickest, most relevant and reliable search experience.• Devise, test, evaluate and iterate on all areas of search – from query and intent understanding, natural language processing, ranking algorithms to  recommendation, machine learning, and personalization• Lead scalable, distributed search backend services and product integration• Participate in lean and agile development process in a test- and monitoring-driven environment, from planning, scoping, estimation all the way to optimization,  maintenance, and support• Deliver implementation that is as simple as it gets, with automated unit and user acceptance tests that enable continuous integration and deliveryWhat You Need for this Position• 8+ years in related software development roles with successful and progressive career growth.• Proficiency in devising scalable, performance search algorithms• Experience with and background in Information Retrieval, Ranking Systems, Recommendation Systems or Artificial Intelligence• Experience with large-scale search infrastructure• Programming experience in Java, C or C++• BS in Computer Science or related field with 10+ years, or MS in CS or related field with 5+ years of applied search experience, or Ph.D. in Computer Science or  related fieldSo if you are an energetic and fun individual who is looking for the chance to make a meaningful impact on others, please apply now! Interviews begin this week!Required SkillsSolr, Lucene, Elastic SearchIf you are a good fit for the Search Engineer - Solr, Lucene, Elastic Search position, and have a background that includes:Solr, Lucene, Elastic Search and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Education - Teaching - AdministrationOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you! CyberCoders, Inc is proud to be an Equal Opportunity Employer  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Solr, Lucene, Elastic Search
",8+ years,Education - Teaching - Administration,"Santa Clara, CA 95050","$175,000.00 - $250,000.00 /Year",ML Engineer
85,Information Technology,FRG Technology Consulting,"
My client is a Fortune 500 company that is looking to expand their Data Science team and bring on an experienced Data Scientist. This is a full-time, permanent opportunity offering a great salary and opportunity to work with the newest technologies. Responsibilites & Requirements:*Prior Experience as a Data Scientist *Develop Machine Learning/Statistical Models and Algorithms*Experience with AWS (Redshift, S3, EC2, EMR,)*Strong Python experience, ideally building Data Pipelines*ETL & Spark experienceBenefits:*Opportunity to work with the newest technologies*Full health/dental/vision coverage*Significant Paid Time Off*State of the art Facilities*401(k) with company match*Opportunity to build out the Data Science teamPlease send your resume to [Click Here to Email Your Resumé] or call 212-731-8282!
",NA,Newspaper,"New York, NY","$150,000.00 - $200,000.00 /Year",ML Engineer
