,category,company,details,experience,industry,location,salary,title
82,"Accounting, Information Technology",Accounting Now,"
Accounting Now is looking for a Contract Data Analyst with specialization in process improvement for one of Fort Worth's premier companies. This unique position will require analysis of Accounting programs and the ability to build and test new databases to improve processes and functionality.Requirements:* Candidate must have strong Visual Basics, SQL, Excel, and MS Access skills and good overall understanding of computerized accounting systems and processes* Must have experience working with end users to define projects, creating Access databases (applications, tables, queries, forms, reports, and modules), creating Excel macros, testing programming changes and working with data interfaces* Good problem solving skills and ability to work with a team required along with good verbal and written communication skills* Successful candidates must have initiative and be able to set and meet deadlines* Knowledge of Oil and Gas and AS400 Avatar are also a plusDuties & Responsibilities * Work with the Revenue Accounting department to build databases to improve on existing processes or add new functionality and reports* Current projects would include converting Excel processes to databases, supporting existing databases, and building new databases upon requestThis is a contract position lasting through the end of the year and possibly beyond. Send resume along with compensation requirements for consideration to Kim Bryce, [Click Here to Email Your Resumé] 
",NA,"Accounting - Finance, Internet - ECommerce, Oil Refining - Petroleum - Drilling","Fort Worth, TX",NA,Data Analyst
83,Information Technology,Kelly IT Resources,"
Kelly IT is looking for a Data Analyst for an opportunity in the Los Angeles area!Ideal Candidate will have a strong understanding of the healthcare business intelligence and solid experience with Agile Methodology.  This person will have an uncanny ability to engage with the business community with in a managed care environment.  They must have Exceptional written and verbal communications for those “fact finding” missions.The Data Analyst will be responsible for designing and implementing processes and solutions associated with a wide variety of data sets used for data/text mining, analysis, modeling, and predicting to enable informed business decisions.  You will gain insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources.  Collaborates across departments and with customers to define requirements and understand business problems by using advanced mathematical, statistical, querying, and reporting methods to develop solutions.  You will develop information tools, algorithms, dashboards, and queries to monitor and improve business performance, as well as create solutions from initial concept to fully tested production, communicates results to a broad range of audiences and effective uses current and emerging technologies.•What you will be doing*• Extracts and compiles various sources of information and large data sets from various systems to identify and analyze outliers.• Sets up process for monitoring, tracking, and trending department data.• Prepares any state mandated reports and analysis.• Works with internal, external and enterprise clients as needed to research, develop, and document new standard reports or processes.• Implements and uses the analytics software and systems to support the department’s goals.•Our ideal candidate will have the following skill set:*• Has a strong understanding of the healthcare business intelligence.• Solid experience with Agile Methodology.• Has an uncanny ability to engage with the business community with in a managed care environment.• Exceptional written and verbal communications for those “fact finding” missions.Job Qualifications•Required Education*Associate's Degree or equivalent combination of education and experience•Required Experience*1-3 years in data analysis••Preferred Education*Bachelor's Degree or equivalent combination of education and experience•Preferred Experience*3-5 years in data analysisPreferred Platforms• Cerner• SAS • Qlik• SQL Please visit the Kelly Career Network for more opportunities!Kelly IT Services is a leading IT staffing firm, providing employers with the best candidates & job-seekers with IT career opportunities.
Why Kelly®?
With Kelly, you’ll have direct connections to leading IT organizations in the best companies around
the globe—offering you the chance to work on some of today’s most intriguing, innovative and high-
visibility projects. In a field where change is the only constant, our connections and opportunities
will help you take your career exactly where you want to go. We work with 95 of the Fortune 100™
companies, and more than 3,000 IT hiring managers turn to us each year to access the best talent:
people like you. 
Last year we found 8,000 opportunities for IT professionals. Let us help advance your career
today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter. 
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law.
",1-3 years,Other Great Industries,"Los Angeles, CA",NA,Data Analyst
84,Human Resources,ManpowerGroup Solutions,"
Location: Milwaukee, WIThis position is responsible for supporting the North America MP Organization by integrating critical data from across the organization using statistics, analyzing performance, profitability and operational program compliance. The Data Analyst provides a high level of expertise on extracting, transforming and uncovering actionable insight from diverse areas/systems/vendors in support of Org objectives. This position will deliver the highest quality and accuracy of information while focusing on continuous improvement related to automation, data visualization and standardization in order to arrive at best possible business objectives. All of these functions are designed to promote actionable data driven decisions & improve profitability while driving growth.1. Integrate non-financial metrics across different systems with financial reporting across different systems to develop multiple ongoing and ad-hoc visibility enabling clear understanding & guidance for business leadership2. Support Client reporting business needs with a focus on ease of access, delivery and repeatable solutions3. Develop cross functional Business Intelligence reporting suite supporting business needs with a focus on ease of access, delivery and repeatable solutions, including data visualization4. Manage information access needs acting as an expert in Data warehouse navigation for the Manpower NA user group5. Statistical modeling including; Logistic regression; Linear Regression, Stepwise, Test of MeansPreferred Education: * Bachelor's Economics, Statistics, Computer Science or relatedRequired Experience:* 2-6 years of experience* Experience developing with: SSRS, MS Power BI, Alteryx, Tableau* Requires understanding of Mathematical & Statistical ConceptsManpowerGroup is an EOE/AA/Vets/Disabled Employer
",2-6 years,Employment - Recruiting - Staffing,"Milwaukee, WI",NA,Data Analyst
85,"Finance, Science, Other",NAIC - National Association of Insurance Commissioners,"

The Data Coordination and Statistical Analysis Unit of the National Association of Insurance Commissioners (NAIC) has an exciting opportunity for a Data Analyst who enjoys working for an organization that strives every day to support the public good and make a difference.  Do you enjoy analyzing data and creating accurate reports for various parties who seek your expertise? If so…we would like to hear from you!

This position is located in the NAIC’s state-of-the-art offices in Town Pavilion in the heart of downtown Kansas City which includes great restaurants, and top-notch entertainment venues.  Apply today! 

Responsibilities include:



Responsible for the full development of select Department publications. Develops, reviews, revises and updates specifications and procedures as well as conducts data and quality assurance checks for reports and publications. Works with programmers to ensure proper and accurate data is published. Analyzes results and creates written analysis based on the results as necessary. Adds value to publications by creating analysis in Tableau.


Communicates with states and statistical agents to receive, understand and maintain proper data for reports. Performs quality assurance on data contained in reports and analysis.


Ability to write and interpret SQL, Access, SAS or R queries for standard as well as ad hoc mining purposes.


Assists with state data calls by contributing to the development of the data specification and validation rules as well as receiving and reviewing data. Able to aggregate and manipulate data to create meaningful reports. Seeks out and utilizes credible outsourced data to add value.


Conducts quantitative analysis on insurance data using statistical techniques to identify trends, patterns and relationships.  


Ability to build visualizations using business intelligence tools to spot trends and anomalies as well as create unbiased stories and conclusions with data.





Minimum Education and/or experience required:

A four-year degree and a minimum of two years’ experience or equivalent in math, insurance, economics, statistics, computer or financial fields are required. Has taken insurance courses (CPCU, CLU, etc.) or is willing to work towards insurance designations. Experience or academic emphasis in statistical analysis is preferable. Analytical/technical writing experience is desirable.  Knowledge of data management principles is desirable. Experience using SAS, R, ACCESS, Tableau or other computer query languages and business intelligence tools is desirable. Understanding of data modeling concepts is preferred.  SAS or other relevant technology certifications are desirable.

 

 

 

Skills and Abilities: 


Excellent oral and written communication skills required.




Ability to use and willingness to learn basic computer software applications necessary to accomplish tasks required.




Proven interpersonal and problem resolution skills to effectively respond to inquiries and interact with groups of professionals in both formal and informal meeting settings required.
Proficiency finding patterns within structured and unstructured data. 
Proven aptitude for using a quantitative approach to analyze large data sets and articulate the findings logically without bias.


 

 

About the NAIC:

With a Central Office in the heart of downtown Kansas City the National Association of Insurance Commissioners (NAIC) places a premium on creativity and innovation.  The NAIC supports insurance regulators in every state, who work to educate, protect and assist insurance consumers with issues ranging from disasters to day-to-day questions. Our employees get the chance to support and develop the latest technological programs in an energized environment.  Insurance may be complicated, but our employee culture is pretty simple. “Work hard, play hard” exemplifies our commitment to a work-life balance. We keep it casual with allowing jeans to be worn every day. We believe in rewarding staff with bright, shiny objects as well as treats, games and prizes to show our appreciation for their hard work. And you can say goodbye to a five day work week with our flex schedules.   At the NAIC, location really is everything - from our centrality in the metro area to the conveniences of our vibrant downtown building, with great restaurants and shopping right outside our doors. We pride ourselves on our long-term investment in our employees and support them in all phases of their life, from continuing education and tuition reimbursement opportunities to our infants in the workplace program. We also make charity a company-wide offering through our Volunteer Resource Team (VRT). The VRT sponsors fundraisers, charitable events and community service opportunities throughout the year and has raised thousands of dollars for local and national charities. 

 

Why Work at the NAIC/NIPR?



Flexible Work Environment


37.5 Hour Work Week 


Tuition Reimbursement 


Referral Bonuses 


Choice of Insurance Plans 


Vacation Buy Back 


Infants in the Work Place 


Adoption Assistance 


Parental Leave


Employee Recognition Programs 


Days Off for Community Service


Student Loan Repayment Program


Fitness Center



 

 

The NAIC is proud to be an Equal Opportunity Employer  



 

Applicants for all positions are considered without regard to age, race, creed, color, religion, sex, sexual orientation, gender identity or expression, national origin or ancestry, marital status, pregnancy, genetic information, military or veteran status, disability, or any other basis protected by applicable law.

",NA,Insurance,"1100 Walnut StreetKansas City, MO 64106",NA,Data Analyst
86,Consultant,SolomonEdwards,"
Senior Data Analysts needed for Financial Process Re-engineering Initiative. Qualified candidates will have:


Strong data analysis skills and the ability to mine data from different databases (Oracle/Netezza) with massive data volume (PL/SQL, Toad, Netezza Aginity).



Strong analytical, critical thinking and interpersonal skills.



Ability to quickly learn complicated application systems and understand business processes while navigating underlying data model.



 Ability to work across different business units, build strong working relationship with business and technical staff, and communicate effectively across all levels of the organization.


Must have experience with data extraction & analysis, documentation and process re-engineering

Good working knowledge of MS Office Products (Word, Excel, PowerPoint), Visio, and Project.

Strong working knowledge of SQL required
Working knowledge of mortgage data, loan data, trading data and other financial data is preferred.
Prior experience working with production support is a plus.


SolomonEdwards an Equal Opportunity/Affirmative Action
employer. All qualified applicants will receive consideration for employment
without regard to race, color, religion, sex, national origin, disability,
gender identity, sexual orientation or protected veteran status.
",NA,Banking - Financial Services,"Washington, DC",NA,Data Analyst
87,Other,Insight Global,"
Our Environmental and Engineering Design Firm client in Warrington, PA is in search of a Senior Environmental Data Analyst to join their team. They are looking for an individual with a very strong background in environmental data management and analysis with specific DBA experience in dealing with EarthSoft's EQuIS product. This person will also be responsible for developing standards and streamlined processes, collecting and configuring large datasets to meet project specifications, and assisting with proposals, budget, scope, and project timelines. This role will also be a support function for the field sampling team and a liaison between the project staff, analytical laboratory, data validator and GIS analysts.

  Bachelor's degree in Science, Engineering or Information Technology   7yrs experience in the environmental field with emphasis on environmental data management  Experience with database software: EarthSoft EQuIS , MS SQL Server and MS Access  Experience supporting enterprise based systems  Experience using MS Excel to manipulate and organize data sets for import into a database and for final reporting  Knowledge of PA/NJDEP, NYSDEC, CERCLA and RCRA regulations
    Experience implementing mobile applications for field data collection  Knowledge of PA/NJDEP, NYSDEC, CERCLA and RCRA regulations

",NA,Other Great Industries,"Warrington, PA 18976",NA,Data Analyst
88,Information Technology,Atlas,"
Job Scope:

eDiscovery is the process in which all documentation and
electronic information (emails, electronic documents, etc) are backed up and
retained for future use by our client's Legal Department.



Primary Responsibilities:


Responsibilities include
collecting data (i.e.: Email, Word Documents, Excel Spreadsheets, etc.)from laptops of employees who are no longer with the
company.  A Quality Control process step on the data is also required to ensure that the correct data
set is being captured.

   



The client has
put into place a rigorous process which you will be expected to adhere closely
to. Being that each consultant will be dealing with intellectual property and
sensitive legal information, it is extremely important to adhere closely to the
process. 






At least 1 year prior experience
in Deskside or HelpDesk  IT Support is required.

Understanding and experience with remote connections,
basic understanding of how to navigate network share drives.


Ability to follow
directions, work instructions,
Standard Operating Procedures (SOPs).


Experience with
data entry into databases.


A can do
attitude, attention to detail with the ability to follow well defined and
rigorous workflows needed.


The ability to
work under tight timelines and deliver high quality output is expected.


",1 year,Pharmaceutical,"Rahway, NJ 07065",$17.00 /Hour,Data Analyst
89,Information Technology,Experis,"

Our direct Fortune 100 client is currently seeking an experienced Contract professional that will collaborate with technology and multiple business Stakeholders for our Fraud data management initiatives.
This resource will report to Director, Senior Lead Data Steward for Fraud Monitoring engagements.
Responsibilities:
Partner with business colleagues and data owners to identify, understand and define critical data elements, write complex queries to extract and analyze enterprise data.
Identify and ensure implementation of the best approaches for tracking and resolving data quality issues
Perform Data quality analysis, document and maintain source to target mapping.
Perform Data extracts, assessments from various platforms/sources such as Hadoop/Hive, Oracle, and Teradata etc.
Define and maintain Data Quality Controls based on data profiling results
Define and communicate business rules and terms governing use of the data including security and data lifecycle management
Work with our Data Quality IT Partners for Dashboard monitoring
Required Qualifications:
BA/BS
Five years of experience dealing with large scale data analysis and management preferably financial services
Strong technical, analytical and business skills.
Experience writing complex queries in Oracle, Splunk, using hive/Hbase/hue to access data from Hadoop.
Ability to learn and write reports in Splunk
Experience using tools such as SQL developer, Toad etc.
Experience identifying critical data elements, knowledge of Data quality and data governance techniques
Self-starter, Quick learner and able to glean insights from the data and present it clearly.
Demonstrated oral and written communication skills
Ability to hit the road running without the need for extensive training
Preferred Qualifications:
Strong Communication skills
Kafka and Splunk understanding preferred
Experience with data quality concepts, best practices and tools
Familiarity with Financial services products such as Retirement, brokerage, Mutual funds and Retirement products a big plus.
Experience with Fraud prevention and management; demonstrated knowledge of data structure, data systems/tools and related software and data management policies and practices in a complex organizational environment preferred
Deep understanding of how data supports business strategy & how data is used within business processes and its impact
Communication and conflict resolution skills.
Effective time management & maintaining a focus on high standards and quality
Please note that unfortunately we are unable to partner with anyone on a C2C/1099 basis for this position. This role is open to any qualified candidate available for work on our W2 and current Visa candidates open to transferring their Visa to our W2 will be considered.Experis is an Equal Opportunity Employer (EOE/AA)
",NA,"Banking - Financial Services, Computer Hardware, Consulting","Charlotte, NC",NA,Data Analyst
90,Information Technology,NA,"
Qualifications: •Bachelor’s Degree in Engineering, Computer Science, Data Analysis or equivalent work experience • Proficient in Microsoft SharePoint, Word, Excel, PowerPoint, and Outlook. Proficient in MS Access data management (import/export/queries etc.) • Capability to provide limited VBA/Macro code development, troubleshooting and modifications.
 

 
 

Responsibilities: Initiate and ensure accountability and timely resolution of requests to other business units. • Respond to business requests in a timely and effective manner • Manage multiple work streams having overlapping and various schedules. Evaluate and process requests to modify SharePoint data, including data upload to SharePoint and associated Access database Locate and analyze information for gas pipelines in a Geographic Information System (GIS) • Review and potentially annotate documentation related to gas transmission and distribution pipelines Perform large scale technical/data analysis to identify and resolve issues with data quality and provide reports of corrective actions to team leadership Record all work performed in detailed and concise narratives as needed Utilize software resources to optimize productivity and ensure work quality Understand and execute detailed processes based on guidelines and staff guidance Work is done in the office, directly with the team of other employees during the day shift.
",NA,Energy - Utilities - Gas - Electric,"1030 Detroit AvenueConcord, CA 94518",NA,Data Analyst
91,Admin - Clerical,NA,"
We are looking for a Manual Researcher at Fidelity Investments This position is based in Durham, NC.  Summary  The associate serves as support to Data Consulting as part of the Manual Research team, functioning as a resource for retirement industry and regulatory standards in at least one area of expertise. The associate will lead departmental projects relating to their area of expertise and participate in strategic Data Consulting projects which may impact changes to policies and procedures.  Due to the complexity of the Data Consulting work, the associate is responsible for peer trainings and mentoring as needed. The associate will interact with all levels within Data Consulting.  Responsibilities  Review error lists for correction strategies and assist with the updating of data discrepancies (ex. Employment, earnings, work history, service details, dates of participation, calculation of benefits, indicative date updates), Work with the DB Data team and other Fidelity units as appropriate.  Assist with participant research through Omni Pay, Focus, XTRAC, and other 3rd party imaging systems.  Assist with the retrieval, return and archival of various paper files. Assist with the generation of various client reports on ad hoc and regular basis as requested. Research participant, client, vendor, and internal customer inquiries and respond in a timely, professional manner. Assist with the delegation of work within the manual research team  Train other Manual Researchers in qualified and non-qualified plan recordkeeping processes. Peer to peer training/mentoring for Manual Researchers.  Function as a resource for industry questions, escalate procedural concerns, and propose/implement resolutions for group questions and issues. Participate in strategic projects that will impact policy and procedures related to Data Consulting. Implement new procedures as well as revise existing procedure manuals.    Coordinate with all roles within Data Consulting on ad hoc projects.    
",NA,Banking - Financial Services,"Boston, MA 02210",$25.60 /Hour,Data Analyst
92,Other,Hospitals Insurance Company,"


Hospitals Insurance Company is currently seeking a Clinical Patient Safety Data Analyst to join its team in the New York Office!  
The Clinical Patient Safety Data Analyst (CPSDA) conducts data driven activities for the Risk Management department, including interpreting data, communicating results and making recommendations.  The CPSDA analyzes and mines data to identify patterns and correlations among the various data points, produces queries and/or reports from various databases, including Access, SQL, Checkbox® and CRICO Strategies Comprehensive Risk Intelligence Tool (CRIT) and reports results in a variety of settings including meetings, presentations and written reports.   

Essential Responsibilities 

Work directly with senior management to define information needs and delivery requirements.
Facilitate the compilation, analysis and sharing of data insights arising out of the clinical initiatives and claims reviews.
Data analysis of existing and new datasets.
Build models based on project needs.
Convey result in a way that is user-friendly and can be used for external stakeholders.
Provide direction and education on analytical results to help clients understand and quantify safety events and assist in identifying areas of opportunities for improvement.
Produce queries and/or reports using statistical software.
Use CRICO Strategies’ Comprehensive Risk Intelligence Tool (CRIT) to capture and analyze clinical data pertaining to open and closed claims. 
Administrator for Checkbox® software:

Serve as a key resource in planning and developing client surveys.
Troubleshoot issues on behalf of internal and external users.
Conduct training for all survey users.
Establish and maintain survey accounts for all survey users.

Facilitate communication between HIC and external clients, to assist in the delivery of appropriate data and necessary follow-up.
Function as a member of various committees by participating in meetings, preparing materials and offering process improvement recommendations.
Conduct other research and provide support to other Risk Management Department projects as assigned.








Education and Experience Required: 

At least 5 years clinical experience (MD, RN or PA); a hospital setting preferred
Master’s degree preferred
Minimum 5 years of experience with data analytics, and/or information management related to healthcare


Experience with clinical data sources including electronic medical records and familiarity with clinical information
Good knowledge of medical claims data
Proficient in analysis tools (e.g. SAS)
Experience with large amounts of complex data, including data mining and result interpretation
Possess strong quantitative and qualitative analytical skills
Ability to manipulate, analyze, and report on clinical data sets
Daily experience in Microsoft Office Suite including Excel, Word, Access, PowerPoint
Good organizational and follow-up skills with ability to work independently
Ability to manage multiple priorities and set appropriate systems in place to track projects and work
Ability to communicate effectively as a member of a highly collaborative team, listening actively and expressing ideas clearly and concisely in group problem-solving sessions



Hospitals Insurance Company (HIC), a New York State licensed insurance company with offices in New York City and White Plains, NY, provides professional liability, general liability and other insurance coverages for hospitals, long-term care facilities, physicians, and health care professionals throughout New York State. Since 1987, HIC has served the insurance needs of the medical community with a strong commitment to personal service, competitive rates and security for its policyholders. With twenty-five years of experience in the business, HIC is one of the oldest healthcare professional liability insurers in the country.

HIC works closely with FOJP Service Corporation (FOJP), one of the largest insurance and risk management organizations in the country and a leader in the risk management community. Since 1977, FOJP has administered property and casualty insurance programs for a group of major hospitals, long-term care facilities, and social service agencies in the metropolitan New York area.  

As risk management advisor to its clients, HIC has a deep interest in initiatives to reduce patient injury and improve clinical outcomes. In coordination with FOJP, HIC systematically collects and analyzes data on incidents, losses and claims; helps identify potential hazards; investigates adverse patient incidents; and provides claims administration and litigation management services.

Hospitals Insurance Company is an Equal Opportunity Employer.
",5 years,Insurance,"28 East 28th StreetNew York, NY 10016",NA,Data Analyst
93,Other,Atlas Copco,"
2018 Summer Internship – Data Analyst

Company Description: 
Atlas Copco Compressors LLC is part of the Compressor Technique Business Area, and its headquarters are located in Rock Hill, S.C. The company manufactures, markets, and services oil-free and oil-injected stationary air compressors, air treatment equipment,
and air management systems, including local manufacturing of select products. The Atlas Copco Group is among the Top 100 most sustainable companies in the world and a member of the Dow Jones World Sustainability Index. Atlas Copco has also been recognized
by Forbes, Thomson-Reuters and Newsweek, among others, for its commitment to innovation and sustainability. Atlas Copco Compressors has major sales, manufacturing, production, and distribution facilities located in California, Illinois, Massachusetts, North
Carolina, South Carolina, and Texas.
Internship Opportunities
This summer we will be offering full-time summer internships to undergraduate and graduate students with the following majors and/or related majors:
Business – Management – Accounting
Student interns will assist with:

Monthly close process by reviewing the steps and streamlining the reports.   
Produce reports for customers and distributor networks displaying their business with us broken down by segment.

Gain an understanding of how the balance sheet and income statement are created based on our process, identify challenges and work to overcome them. 




Eligibility Requirements
Applicants must be:

Enrolled as an undergraduate or graduate student at an accredited college, university or technical/vocational institution.

Eligible to work in the United States without company assistance. 
Have their own housing – no housing will be provided with this internship. 
Must be a rising junior or senior within their program of study. 
Have a minimum GPA of 3.0. 
Possess strong written and verbal communication skills. 
Have excellent attention to detail, be well-organized and show initiative. 
Demonstrate leadership qualities. 

How to apply
Interested applicants should apply online at www.atlascopco.us. Click the blue “Careers” link and then go to the Jobs tab to view and apply for internship opportunities.
Note: Internships start Monday, June 4, 2018 and continue for ten (10) weeks until Friday, August 10, 2018. Students must be able to commit to 40 hours/week employment during the internship.

Atlas Copco Compressors LLC is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability,
protective veteran status or any other category protected by state or local laws.

 
",NA,Other Great Industries,"Charlotte, NC",NA,Data Analyst
94,"Business Development, Information Technology, Strategy - Planning",Syneos Health,"
OverviewYou're driven, resourceful, and above all else - remarkably smart.You love a good challenge. You are the first to roll up your sleeves and work with relentless energy until you solve the unsolvable, beat the unbeatable and you always come out on top. Passable doesn't cut it - you've got fire in your belly to learn more, do more and be more. For you, the sweetest success is shared success and you're known for your good nature. You'll fit right in at Syneos Health where we surround ourselves with the most talented and agile professionals in the industry, but we check our egos at the door.Why Syneos Health? Join a game-changing global company that is reinventing the way therapies are developed and commercialized. Created through the merger of two industry leading companies - INC Research and inVentiv Health - we bring together more than 21,000 clinical and commercial minds to create better, smarter, faster ways to get biopharmaceutical therapies to patients. Teaming with some of the most talented professionals in the industry, you'll gain exposure and work in a dynamic environment where you'll be supported with comprehensive resources including emerging technologies, data, science and knowledge sharing. Grow your career with a global company committed to shortening the distance from lab to life.ResponsibilitiesThe Lead Strategy and Data Analyst will provide dedicated support to field access/reimbursement and nurse team(s) for a client portfolio. The Analyst will report to Director Field Access & Reimbursement Strategy and work closely with National Program Director[s] and Client[s] to inform, develop, and measure strategies/tactics, and optimize field effectiveness. He/she will communicate results and business recommendations through meetings, presentations, reports, and dashboards. The Analyst will support development of customized customer solutions and lead the management, analytics, and dashboard reporting of data from various sources [including but not limited to data from: HUBs, Specialty Pharmacy, CRM, and Claims] for the portfolio of teams.Responsibilities:
Tableau Developer & Analyst - Tableau for data mining, analysis, and presentation
Presentation of findings to internal staff and client
Collaborate with client in a Matrix Team Environment
Program Specific Support includes, but is not limited to:
Responsible to lead development of analysis to support field access & nurse team[s]
In charge of data management, analysis, and reporting
Develop interactive executive & field level dashboards to enable data sharing and decision making
Helps develop, manage, and track Program[s] Priorities
Support development of program metrics, KPIs, [Executive and Field]
Build executive and field level dashboards, reports and analysis
Utilizes data to ensure measurement of Access program[s] and actionable field reporting
Provide recommendations on field alignment/hiring locations, Resourcing to meet service level agreements, and program strategy
Lead Field Optimization reviews including developing field workload scores and performance/quality metrics
May be asked to lead internal projects to support the client, as needed


Ability to travel to client site at a minimum 2 days per week to North Jersey client site
Ability to travel within the US as needed up to 10%
RequirementsMandatory Requirements:
Bachelor's Degree
Ability to work in the US
Successful Completion of Background Review
Valid driver's license and ability to work minimum 2 days at client location [Northern NJ]
Technical Skills:
Tableau Dashboard Development & Analytics [Advanced Tableau Experience] [Tableau Server, Tableau Desktop, and Tableau Online]
Advanced Excel and Analytical Skills
Business planning and market analysis
Experience analyzing CRM data
Experience working with & presenting to Senior/Executive Level associates
Demonstrates strong oral, written, and group communication skills.
Achieves business goals ethically and within company compliance
Preferred Experience in one or more of the following areas:
Digital Marketing and Analytics
Working in Pharmaceutical/HealthCare Industry:
Field Based Reimbursement, Managed Markets, or access/patient services
Biotech or Specialty experience [injectable or buy & bill]
Field Team/Access Operations Experience Biotech or Specialty Products
Field Territory Development & Optimization Analysis
Hospital or Payer Analytic


Full Syneos Health benefits which include:
Competitive compensation and bonus
Generous paid time off and company paid holidays
Comprehensive medical, dental, and vision package
Matching 401K
Dedicated training and support
Tuition reimbursement
Referral bonuses and other personalized quality of life conveniences
 Make your work matter everywhere. Be a driving force in a rapidly evolving healthcare industry.Syneos Health companies are affirmative action/equal opportunity employers (Minorities/Females/Vets/Disabled)Position Type/Category Managed MarketsCorporate DirectMinimum Education Level Bachelor's DegreeEmployment/Job Type Full TimeEmployment Type Syneos Health position

  
",NA,"Biotechnology, Pharmaceutical","Franklin Township, NJ",NA,Data Analyst
95,"Consultant, Information Technology, Other",Strategic Staffing Solutions,"
We are seeking Business Systems Analyst with experience focused on data analysis. Qualified candidates will have experience understanding and integrating data from disparate sources. Experience in data quality, profiling and analyzing data, etc. highly desired.
 
Job Ref#: 118282
Location: Chandler, AZ
Position Type: W2 Consulting
Pay Rate: Up to $60 hourly DOE 
Send resume to, Sourcing Specialist, Monnisha Booker at mbooker@strategicstaff  for more details.

General Summary
This position is within the Data Strategy and Integration team which is part of the Enterprise Technology Asset Management (ETAM) Data and Information Analytics group. The ETAM technical landscape consists of a typical data warehouse architecture leveraging Microsoft technologies (SQL Server, SSIS, SSRS, TFS etc.). We pull data from multiple disparate feeds,and integrate into various DataMart’s for reporting and extraction. The Strategy and Integration team is responsible for developing data requirements, integrating new data sources, managing the transformation of data sources from R&D to endorsed System of Records (SOR)/System of References (SORes), implementing operational controls and ensuring compliance with OLAs and SLAs. In order to meet our strategic goals we have an exciting opportunity for a Senior Data Analyst to join our team. This position will be responsible for integrating new data sources as well as making better use of existing data. In addition as we mature our Data Management capabilities the successful candidate will be expected take the lead in one of the following core areas; Data Integration & Architecture, Data Quality, Master Data Management. 

Primary Roles and Responsibilities Include: 
•        Becoming a Subject Matter Expert in specific data sources and understanding what that data set tells us about business processes / state of the infrastructure. 
•        Profiling the data source with a view to ensuring accuracy and completeness.
•        Identifying data required to support all Asset Management activities, designing and modeling this data in support of our BI capabilities. 
•        Utilizing their understanding of the existing ETAM data integration layer and reporting requirements to determine the most efficient way to model the new data sets. 
•        Partnering with developers to ensure a successful implementation of the logical data model. • Supporting the reporting team in exposing the data via BI tools.
•        Identifying and documenting existing data quality issues and partner with the operations team and or source systems to remediate. 
•        Leading at least one and participating in the evolution of our data strategy in areas such as Data Integration & Architecture, Data Quality & Master Data Management. 



Qualifications: 
·         7 years of experience in data analysis.
·         Advanced database design and SQL syntax knowledge. Can write SQL fluently against source and integrated databases to compare and contrast data, profile keys and values, test for omissions and duplication and find issues.
·         Strong research, precision, and critical thinking. Able to trace issues back to root causes.
·         Should self-start and complete projects without close supervision. 
·         Strong verbal communication. Comfortable partnering, negotiating and influencing others. Has the skill to foster and manage strong relationships and gain commitment to accomplish business goals. 
·         Should be able to digest documentation and present findings clearly
·         Industry experience in an IT Asset Management team / function.
 
If you're not available or interested, but know someone who might be, please provide them a copy of this job post--we pay referral bonuses!

To apply or learn more about this opportunity, send resume to Monnisha Booker, Sourcing Specialist, at [Click Here to Email Your Resumé] or [Click Here to Email Your Resumé] today!  
 
The S3 Difference
Strategic Staffing Solutions (S3) is the 6th largest Diversity Staffing Firm in the US and a global provider of Business and IT Services, including Staff Augmentation, Managed Staffing Programs, and Solutions, with 25 consecutive years of growth.  We have industry expertise in Healthcare, Insurance, Financial Services, Energy/Utility and Retail Distribution.  S3 has a domestic and international presence in 31 locations across the US and Europe (including the UK, Lithuania, and the Czech Republic).  Our highly trained and experienced staff is committed to not only helping you find a job but making sure that the job is the right fit for you!
 
At S3 you are eligible for a full benefits package that may include:
·         Medical Insurance
·         Dental Insurance
·         Vision Insurance
·         401(k) Plan
·         Vacation Package
·         Technical Training
·         Visa Sponsoring / Transfer
·         Retention Bonus 

",7 years,"Computer Software, Consulting, Other Great Industries","St. Louis, MO",$50.00 - $60.00 /Hour,Data Analyst
